TOK_added,DATE_added,SHOT_added,TIME_added,α0,αI,αB,αn,αP,αR,αk,αe,αM,id_added,ind
AUG,19990408,11954,2.75,0.0495669,0.780799,0.32036,0.435399,-0.668363,2.22369,0.390706,0.576411,0.180049,1LW2BL,729
AUG,19990415,11989,3.35,0.0495777,0.782057,0.319486,0.434514,-0.667999,2.22067,0.390056,0.573649,0.180744,JEEPNH,730
AUG,19990415,11990,1.837,0.0495945,0.781083,0.319798,0.43533,-0.668203,2.22276,0.390335,0.576144,0.18068,Q6WMCP,731
AUG,19990415,11991,1.857,0.0495655,0.780785,0.319913,0.435848,-0.668439,2.224,0.390446,0.576791,0.180509,3YEM90,732
AUG,19990415,11991,2.375,0.0495437,0.780444,0.319922,0.436439,-0.668662,2.22509,0.390725,0.577645,0.180713,ZIPPZG,733
AUG,19990415,11991,3.685,0.0495519,0.780606,0.320126,0.435922,-0.6685,2.22429,0.390933,0.576985,0.180418,UZ85V0,734
AUG,19990415,11992,1.9,0.049564,0.780797,0.319928,0.435816,-0.668419,2.22397,0.390416,0.576717,0.180445,8H6KGR,735
AUG,19990415,11992,2.8,0.0495676,0.780814,0.320199,0.435586,-0.668472,2.224,0.390561,0.576574,0.180061,9JPESN,736
AUG,19990415,11992,3.25,0.0495049,0.780072,0.319692,0.436866,-0.668221,2.22539,0.390335,0.577893,0.180605,5P5NWO,737
AUG,19990415,11992,3.8,0.0495449,0.780699,0.319835,0.4357,-0.667927,2.22348,0.390095,0.57632,0.18022,FQDWZ4,738
AUG,19990415,11994,2.4,0.049545,0.780133,0.320997,0.434729,-0.667485,2.22253,0.391612,0.576304,0.180325,4K1WWL,739
AUG,19990415,11995,3.3,0.049571,0.780848,0.320246,0.435454,-0.668424,2.2238,0.390579,0.576435,0.180019,BH5M02,740
AUG,19990415,11995,5.2,0.0495871,0.781788,0.31925,0.435539,-0.668496,2.22327,0.388911,0.57518,0.179514,3XLS6F,741
AUG,19990415,11996,2.0,0.0495602,0.780734,0.320049,0.435866,-0.668519,2.22427,0.390547,0.57686,0.180337,72G5Y0,742
AUG,19990415,11996,3.0,0.0495771,0.780937,0.320245,0.435342,-0.668423,2.22362,0.390536,0.576275,0.179966,RTEM7A,743
AUG,19990415,11996,4.3,0.0496042,0.781268,0.320317,0.434705,-0.668266,2.22253,0.390452,0.575494,0.1798,Z4WB5A,744
AUG,19990415,11997,2.7,0.049551,0.780618,0.320119,0.43599,-0.668558,2.22461,0.390626,0.577049,0.180245,SUC6XT,745
AUG,19990415,12000,3.5,0.049691,0.781527,0.322691,0.431477,-0.667367,2.21683,0.39386,0.573466,0.181093,73J79E,746
AUG,19990420,12021,3.35,0.0495799,0.782183,0.319463,0.434385,-0.667997,2.22037,0.390095,0.573371,0.180799,OYU03J,747
AUG,19990420,12021,4.85,0.0496237,0.780996,0.320526,0.434694,-0.66826,2.22278,0.390708,0.576146,0.17976,F0PKQ2,748
AUG,19990420,12022,3.8,0.0496266,0.781497,0.320346,0.434221,-0.668111,2.22162,0.390438,0.57494,0.179774,5ACZDB,749
AUG,19990420,12023,2.675,0.0495399,0.78047,0.320004,0.436326,-0.668617,2.22503,0.390683,0.577446,0.180497,0087N4,750
AUG,19990420,12025,2.8,0.0495324,0.780378,0.320054,0.436462,-0.66868,2.22539,0.390706,0.577638,0.180405,J1A2ZV,751
AUG,19990422,12030,2.45,0.04968,0.781563,0.322617,0.431523,-0.667333,2.21683,0.393768,0.573294,0.181067,L3JFGX,752
AUG,19990422,12030,3.5,0.0496223,0.781387,0.322065,0.431953,-0.666678,2.21692,0.39265,0.572902,0.180735,5J27IG,753
AUG,19990422,12032,2.2,0.0497417,0.782031,0.322991,0.430202,-0.667007,2.21443,0.394258,0.572126,0.181254,Z6HQ86,754
AUG,19990422,12032,3.85,0.0495811,0.781066,0.321633,0.433087,-0.667049,2.21905,0.392132,0.57393,0.180519,TY86C7,755
AUG,19990422,12035,2.05,0.0497601,0.782182,0.323007,0.429854,-0.666893,2.21377,0.394252,0.571773,0.181247,DFV4BB,756
AUG,19990422,12035,2.925,0.0495889,0.781098,0.322177,0.432508,-0.666954,2.21812,0.392934,0.573536,0.180736,BX3ID6,757
AUG,19990422,12035,3.4,0.0495435,0.780779,0.32186,0.433359,-0.667023,2.21956,0.392445,0.574181,0.180561,PIEK9M,758
AUG,19990422,12039,2.0,0.0497077,0.781779,0.322627,0.431063,-0.667212,2.21596,0.393769,0.572853,0.181078,5KHGBC,759
AUG,19990422,12039,2.925,0.0495918,0.781105,0.322157,0.432493,-0.666935,2.21807,0.392889,0.57354,0.180749,5ADUX1,760
AUG,19990423,12055,2.9,0.0496526,0.781733,0.31919,0.434895,-0.668339,2.22249,0.389186,0.575335,0.179532,223WB5,761
AUG,19990423,12055,3.9,0.0496147,0.781451,0.319422,0.435254,-0.668423,2.22325,0.389435,0.575719,0.179692,NK5Q7T,762
AUG,19990423,12055,4.89,0.0496438,0.781706,0.319189,0.434964,-0.668321,2.22259,0.389113,0.575338,0.179576,IXVGHI,763
AUG,19990427,12068,3.515,0.0495567,0.780919,0.320154,0.435625,-0.668478,2.22392,0.390479,0.576325,0.180064,Y905TA,764
AUG,19990427,12069,2.525,0.0497445,0.781912,0.319283,0.432252,-0.666368,2.21767,0.388666,0.573044,0.179192,VAQUUW,765
AUG,19990427,12069,3.19,0.0496931,0.780966,0.319991,0.434347,-0.668213,2.22268,0.39032,0.576508,0.179624,6NM7ZP,766
AUG,19990427,12069,3.54,0.0497295,0.781096,0.319948,0.433898,-0.668134,2.22208,0.390307,0.576289,0.179542,IJ7ECX,767
AUG,19990427,12069,4.185,0.0497063,0.780874,0.320288,0.434592,-0.66883,2.22363,0.391014,0.577297,0.179806,KQ63IY,768
AUG,19990427,12080,2.25,0.0495659,0.780381,0.320853,0.435527,-0.668481,2.22426,0.391389,0.577277,0.180226,S9NXSW,769
AUG,19990427,12080,3.85,0.049513,0.77976,0.321535,0.435004,-0.667313,2.22282,0.392001,0.576784,0.180167,KP3296,770
AUG,19990427,12082,1.85,0.0495383,0.781167,0.318726,0.436664,-0.668645,2.2248,0.389204,0.576468,0.180446,WEI852,771
AUG,19990427,12083,2.375,0.049654,0.782634,0.318834,0.434014,-0.667973,2.22026,0.388617,0.573056,0.179576,EYY4NU,772
AUG,19990427,12085,1.788,0.0496295,0.783598,0.316638,0.434967,-0.668099,2.22057,0.386182,0.571818,0.179547,PCEGAJ,773
AUG,19990427,12085,2.1,0.0497244,0.78561,0.314844,0.433472,-0.667539,2.21646,0.383905,0.568101,0.179362,R1P1FA,774
AUG,19990427,12086,3.0,0.0495687,0.780831,0.320226,0.435563,-0.668502,2.22401,0.390589,0.576555,0.180038,HDTTJR,775
AUG,19990427,12086,3.475,0.0496444,0.781774,0.320184,0.433491,-0.667423,2.21991,0.389817,0.573812,0.179519,Y0VBYE,776
AUG,19990427,12086,3.7,0.04976,0.783204,0.320078,0.430627,-0.666114,2.21419,0.388879,0.570036,0.179039,MBEFPX,777
AUG,19990429,12092,3.0,0.0497537,0.782439,0.321983,0.430559,-0.666985,2.2143,0.393054,0.571807,0.181412,1DP728,778
AUG,19990429,12094,1.95,0.0497448,0.782442,0.321912,0.430686,-0.667048,2.21457,0.392987,0.571807,0.181299,10FVW7,779
AUG,19990429,12095,2.25,0.0497425,0.782441,0.321958,0.430616,-0.666978,2.21437,0.393047,0.571709,0.18138,Q9CLCO,780
AUG,19990429,12095,3.75,0.0497529,0.782422,0.321886,0.43066,-0.666974,2.21444,0.392861,0.571892,0.181377,UPJI8A,781
AUG,19990429,12097,2.2,0.0497707,0.782601,0.322091,0.430123,-0.666864,2.21349,0.393223,0.571359,0.181464,4KZGQ0,782
AUG,19990430,12113,1.753,0.0495766,0.780667,0.320253,0.435664,-0.668449,2.22385,0.390885,0.577009,0.180614,W78JRZ,783
AUG,19990430,12113,3.175,0.0495572,0.780629,0.320289,0.435791,-0.668529,2.22437,0.390801,0.576943,0.180178,5ZOJJ2,784
AUG,19990430,12113,3.9,0.0495381,0.78038,0.320374,0.436145,-0.668645,2.22499,0.391131,0.577449,0.180315,3B5FZZ,785
AUG,19990430,12113,4.45,0.0495219,0.780188,0.320439,0.436388,-0.668695,2.22541,0.391377,0.577782,0.180424,7Q38UA,786
AUG,19990430,12114,1.85,0.0495642,0.780505,0.320281,0.435891,-0.668487,2.22427,0.390959,0.577322,0.180659,GNHYGD,787
AUG,19990430,12114,2.365,0.0495533,0.780535,0.320291,0.435927,-0.668554,2.22459,0.390832,0.577177,0.180289,WHHTZM,788
AUG,19990430,12114,3.125,0.0494986,0.779736,0.320491,0.437094,-0.668908,2.22672,0.391584,0.578904,0.180676,6APGRF,789
AUG,19990430,12114,4.085,0.0495045,0.779997,0.320488,0.436643,-0.668717,2.22576,0.391612,0.578099,0.180583,CRMBE4,790
AUG,19990430,12115,2.4,0.0496106,0.781398,0.320187,0.434606,-0.668227,2.2223,0.390278,0.575243,0.179721,N8071V,791
AUG,19990430,12115,3.112,0.0495157,0.780137,0.320321,0.436652,-0.668775,2.22596,0.391031,0.578037,0.180328,GG85GH,792
AUG,19990430,12115,4.2,0.0495274,0.78032,0.320341,0.436345,-0.668725,2.22543,0.391042,0.577609,0.180244,7143RR,793
AUG,19990504,12145,2.2,0.0496594,0.780976,0.322533,0.432606,-0.667711,2.21905,0.393582,0.575005,0.181023,9JRUMW,794
AUG,19990504,12145,2.25,0.0496689,0.780855,0.322826,0.432506,-0.667798,2.21908,0.394051,0.575295,0.18112,GR7J04,795
AUG,19990504,12145,2.8,0.0497882,0.780703,0.323899,0.430779,-0.667172,2.21633,0.395288,0.575391,0.181426,D61T8N,796
AUG,19990504,12145,2.85,0.0497942,0.780656,0.324018,0.430718,-0.667208,2.21632,0.395484,0.575512,0.181461,5MEDFG,797
AUG,19990504,12145,3.2,0.0497781,0.78039,0.324195,0.430977,-0.667353,2.21703,0.395899,0.576006,0.181409,ON5X9M,798
AUG,19990504,12145,3.25,0.0497764,0.78041,0.324129,0.430972,-0.667299,2.21697,0.395802,0.575917,0.18136,C46LR1,799
AUG,19990504,12145,3.85,0.0497491,0.779621,0.324789,0.431332,-0.667384,2.21818,0.396939,0.57719,0.181317,Q8C69R,800
AUG,19990504,12145,3.9,0.0497387,0.779525,0.324639,0.431781,-0.667649,2.21912,0.396826,0.577668,0.181258,MW0997,801
AUG,19990504,12146,1.975,0.0494813,0.779929,0.320924,0.436588,-0.668765,2.22615,0.391537,0.578,0.180295,57XDY0,802
AUG,19990504,12146,2.25,0.0496484,0.780919,0.322475,0.432662,-0.667559,2.21902,0.393407,0.574945,0.180988,LMGOVW,803
AUG,19990504,12146,2.975,0.0498281,0.780692,0.324427,0.430202,-0.667236,2.21563,0.39612,0.575493,0.181626,UXJNF3,804
AUG,19990506,12173,2.45,0.0494638,0.780094,0.321073,0.436234,-0.668663,2.22527,0.392153,0.577232,0.180667,KDZTQG,805
AUG,19990506,12181,2.73,0.0495886,0.783081,0.320088,0.433986,-0.668209,2.22006,0.38893,0.572048,0.1789,WUW1GT,806
AUG,19990506,12184,2.43,0.0495644,0.779802,0.320279,0.436148,-0.66851,2.22554,0.391308,0.578501,0.180541,WLNCZE,807
AUG,19990506,12184,2.63,0.0495546,0.779521,0.320142,0.436165,-0.668132,2.22542,0.391187,0.578631,0.180605,645NGJ,808
AUG,19990511,12198,2.6,0.0495165,0.780174,0.319935,0.43694,-0.668815,2.22608,0.390807,0.578217,0.180714,Z69OF6,809
AUG,19990511,12198,3.35,0.0495228,0.780198,0.320024,0.436697,-0.668683,2.22562,0.390974,0.577989,0.180628,6IMAZQ,810
AUG,19990511,12199,4.05,0.0495782,0.781028,0.32007,0.435378,-0.668414,2.22357,0.390322,0.576151,0.179969,Q682A3,811
AUG,19990511,12200,4.1,0.0495752,0.780956,0.320138,0.435423,-0.668431,2.22369,0.390422,0.576282,0.179987,QC6QGN,812
AUG,19990511,12201,2.9,0.0495881,0.781307,0.319829,0.435181,-0.668338,2.22304,0.389988,0.575606,0.179891,KCCW78,813
AUG,19990511,12201,4.1,0.0495768,0.780995,0.320103,0.435398,-0.668421,2.22362,0.390369,0.57621,0.179977,K3NFI9,814
AUG,19990511,12202,2.725,0.0495877,0.787093,0.314097,0.435036,-0.66814,2.21716,0.381768,0.565973,0.178788,C6X8WX,815
AUG,19990511,12202,4.05,0.0496051,0.786046,0.315104,0.434999,-0.668136,2.21815,0.38306,0.567873,0.17904,MXJL5L,816
AUG,19990511,12204,1.5,0.049678,0.779294,0.320718,0.435813,-0.669354,2.22621,0.39323,0.580646,0.181707,FIRDDX,817
AUG,19990511,12204,2.375,0.0495713,0.780741,0.320229,0.435549,-0.668455,2.22403,0.390644,0.576683,0.180078,FBISJ2,818
AUG,19990511,12204,2.995,0.0496008,0.782942,0.320423,0.434423,-0.669001,2.22147,0.38965,0.57314,0.179043,ROD0GH,819
AUG,19990511,12205,2.95,0.0495939,0.782775,0.320369,0.434583,-0.668969,2.22177,0.389648,0.573418,0.179109,3O5BN8,820
AUG,19990511,12210,2.3,0.0495821,0.781336,0.319932,0.434733,-0.667829,2.22214,0.389696,0.574923,0.179598,BZGLIO,821
AUG,19990511,12211,2.221,0.0495767,0.780737,0.320331,0.435583,-0.668565,2.22402,0.390909,0.57686,0.180287,ACE9PG,822
AUG,19990511,12211,2.871,0.0495695,0.780911,0.320158,0.435477,-0.668416,2.22384,0.390347,0.576325,0.179904,J3OADE,823
AUG,19990520,12247,2.15,0.0496319,0.781065,0.32206,0.432921,-0.667574,2.21926,0.392903,0.57468,0.180859,98W84E,824
JET,20020521,55942,61.3639831542969,0.0499469,0.783841,0.319377,0.430673,-0.667548,2.21219,0.390217,0.571074,0.180054,POWC1S,825
JET,20020522,55944,61.3639831542969,0.0497688,0.7823,0.319619,0.43336,-0.668158,2.21815,0.390333,0.574097,0.179968,ISH5CD,826
JET,20020522,55945,67.1185913085938,0.0495878,0.781024,0.320778,0.434941,-0.668246,2.22251,0.390808,0.575876,0.179686,GW56VS,827
JET,20020522,55946,61.3639831542969,0.0498508,0.783314,0.319141,0.431576,-0.667111,2.21368,0.389459,0.571409,0.179791,RSJ154,828
JET,20020522,55947,61.3639831542969,0.0497798,0.782269,0.319737,0.433431,-0.668417,2.21846,0.390624,0.574442,0.180043,M25Q22,829
JET,20020522,55948,61.6123962402344,0.0498095,0.782632,0.319538,0.432847,-0.668107,2.21691,0.390338,0.57353,0.18002,XAR3NP,830
JET,20020522,55949,61.1156005859375,0.0498019,0.782587,0.319521,0.432977,-0.668147,2.21715,0.39035,0.573625,0.17998,CY1GZT,831
JET,20020522,55950,61.6123962402344,0.0498566,0.783072,0.319426,0.432161,-0.667963,2.21529,0.390287,0.572678,0.180013,B62DMQ,832
JET,20020522,55952,60.3703918457031,0.0497891,0.782369,0.319765,0.433241,-0.668409,2.21815,0.390699,0.574244,0.180079,3B69PM,833
JET,20020522,55953,61.3777770996094,0.0499173,0.783576,0.31936,0.431284,-0.667783,2.21336,0.390301,0.571714,0.179993,X192U6,834
JET,20020522,55955,60.1219787597656,0.0496608,0.781541,0.320048,0.434436,-0.668338,2.22129,0.390543,0.575341,0.180033,0QO962,835
JET,20020522,55956,60.6187744140625,0.0497719,0.782259,0.319877,0.433311,-0.668327,2.21846,0.390723,0.574316,0.180023,8NMBSK,836
JET,20020522,55962,59.3768005371094,0.0497811,0.781132,0.320708,0.433409,-0.668333,2.22007,0.391966,0.576397,0.180224,SRRDBW,837
JET,20020522,55965,60.1219787597656,0.0499638,0.781257,0.321304,0.431788,-0.668517,2.21741,0.393567,0.576817,0.180457,LBH11M,838
JET,20020522,55966,60.3703918457031,0.0498744,0.780822,0.321135,0.433045,-0.668746,2.21975,0.393193,0.577646,0.180363,9UJ390,839
JET,20020522,55967,60.1357727050781,0.0499877,0.781297,0.321325,0.43158,-0.668545,2.21702,0.393716,0.576837,0.180566,VF6S0N,840
JET,20020523,55973,61.3639831542969,0.0496464,0.781408,0.320002,0.434682,-0.668341,2.22167,0.390476,0.575563,0.179983,C58KMT,841
JET,20020523,55974,60.6325988769531,0.0498228,0.782761,0.319535,0.43269,-0.668111,2.21648,0.390433,0.573319,0.179952,6V7URD,842
JET,20020523,55981,61.8607788085938,0.0496634,0.780793,0.321223,0.434329,-0.668439,2.22199,0.391838,0.576614,0.179951,6QBQ2V,843
JET,20020523,55985,64.3861694335938,0.0495896,0.780964,0.320143,0.435357,-0.668445,2.22341,0.390504,0.576331,0.180002,3AOVDR,844
JET,20020523,55986,63.1441955566406,0.0496959,0.780618,0.321669,0.433941,-0.668336,2.2213,0.392306,0.576854,0.179857,LRRKS8,845
JET,20020524,56016,63.6409912109375,0.0497561,0.779528,0.321686,0.434162,-0.668401,2.22207,0.393518,0.579093,0.180024,ZV0YWY,846
JET,20020524,56019,63.6409912109375,0.049841,0.779851,0.321929,0.432941,-0.668122,2.21982,0.39396,0.578388,0.180046,DDKN5O,847
JET,20020525,56041,63.1441955566406,0.0496676,0.780895,0.320477,0.434621,-0.668443,2.22232,0.391269,0.576652,0.180116,RCVJ0T,848
JET,20020525,56043,61.8607788085938,0.0497138,0.781085,0.320527,0.434,-0.668283,2.22109,0.391422,0.576261,0.180132,842L0U,849
JET,20020525,56044,61.8607788085938,0.0497225,0.781035,0.320584,0.43403,-0.668398,2.22122,0.391594,0.576493,0.180161,H0CH2X,850
JET,20020525,56045,60.8671875,0.0498249,0.7813,0.320803,0.432853,-0.668264,2.21904,0.39222,0.576116,0.180264,Y19XBI,851
JET,20020525,56047,61.9849853515625,0.0498804,0.78138,0.320975,0.432354,-0.66832,2.21824,0.392627,0.576198,0.180337,R8EESK,852
JET,20020525,56056,61.6261901855469,0.0496776,0.781222,0.320427,0.434299,-0.668329,2.22146,0.39103,0.575954,0.180066,AXHNVQ,853
JET,20020527,56064,59.6251831054688,0.0496347,0.780915,0.320427,0.434923,-0.668453,2.22283,0.390969,0.576564,0.180041,YUP9II,854
JET,20020527,56065,59.8735961914063,0.0496391,0.780956,0.32043,0.434833,-0.668421,2.22266,0.390965,0.576467,0.180047,6ZB1H1,855
JET,20020527,56074,60.6187744140625,0.0497912,0.781073,0.320908,0.433523,-0.668426,2.22029,0.391914,0.576794,0.180125,8O4BX3,856
JET,20020527,56078,60.1219787597656,0.0498852,0.781094,0.32131,0.432724,-0.668521,2.21896,0.392774,0.577111,0.180162,PLRJOF,857
JET,20020527,56083,61.12939453125,0.0497834,0.78116,0.320689,0.433405,-0.668335,2.22015,0.391789,0.576446,0.180344,2ILSX7,858
JET,20020528,56102,61.1156005859375,0.049753,0.781916,0.319998,0.433897,-0.668688,2.21982,0.390991,0.575276,0.180122,FF0A48,859
JET,20020528,56104,61.6123962402344,0.0496865,0.781482,0.319959,0.434634,-0.668611,2.22134,0.390705,0.57584,0.180059,LPZHPX,860
JET,20020529,56110,60.6187744140625,0.0497197,0.781028,0.320534,0.434022,-0.668309,2.22112,0.39149,0.576419,0.180138,1KF9C0,861
JET,20020529,56113,61.3639831542969,0.049725,0.781028,0.320577,0.433997,-0.668364,2.22113,0.391593,0.576482,0.180151,0UGKI4,862
JET,20020529,56120,60.8671875,0.0497573,0.781014,0.320655,0.433655,-0.668358,2.22052,0.39185,0.57656,0.180425,PWO31A,863
JET,20020530,56137,60.3703918457031,0.0497164,0.781386,0.320193,0.433877,-0.668274,2.22043,0.39114,0.5756,0.180216,MIML9Y,864
JET,20020530,56139,60.6187744140625,0.0496771,0.781308,0.320232,0.434198,-0.668265,2.22118,0.390967,0.575644,0.180144,OOTSTW,865
JET,20020530,56143,60.6187744140625,0.0496687,0.781162,0.320253,0.434445,-0.668372,2.2217,0.391037,0.576012,0.180139,GUXNYM,866
JET,20020530,56144,60.8671875,0.0497072,0.781372,0.320279,0.433932,-0.668316,2.2207,0.391195,0.575638,0.180199,2W1EN9,867
JET,20020916,56603,64.8829956054688,0.0496041,0.781237,0.320278,0.434985,-0.668314,2.22236,0.390455,0.575703,0.179831,FC61GT,868
JET,20020916,56605,64.8829956054688,0.0496205,0.781317,0.320367,0.434792,-0.668342,2.22202,0.390589,0.57562,0.179839,LUYQFL,869
JET,20020916,56606,64.8829956054688,0.0495393,0.780864,0.319858,0.43595,-0.668617,2.22501,0.390276,0.576606,0.180164,K4UR6M,870
JET,20020916,56610,65.3797607421875,0.0495849,0.780997,0.320247,0.435283,-0.668392,2.22329,0.390515,0.576183,0.179946,IYE579,871
JET,20020916,56611,64.3861694335938,0.0496096,0.781067,0.320097,0.435188,-0.66844,2.22292,0.390525,0.576199,0.179994,ASHCU3,872
JET,20020916,56612,64.3861694335938,0.049636,0.781132,0.32002,0.435207,-0.66865,2.22274,0.390631,0.576404,0.180065,84F947,873
JET,20020925,56734,64.8829956054688,0.0495946,0.781164,0.321305,0.434568,-0.668208,2.22163,0.391133,0.575445,0.17946,3AGCLG,874
JET,20020925,56738,64.3861694335938,0.049612,0.781189,0.320956,0.434607,-0.668379,2.22195,0.391175,0.575656,0.179729,JKO5Z5,875
JET,20020925,56739,66.3733520507813,0.0496437,0.781463,0.321645,0.43376,-0.668166,2.21999,0.391652,0.574797,0.179394,A26DAZ,876
JET,20020925,56740,66.3733520507813,0.0496019,0.781005,0.320931,0.434964,-0.668574,2.2228,0.391244,0.576206,0.179803,ILOMXQ,877
JET,20020925,56753,67.366943359375,0.0495686,0.780638,0.319605,0.436052,-0.668734,2.22532,0.390381,0.577299,0.180413,37HCBH,878
JET,20020925,56755,61.8607788085938,0.0495954,0.780963,0.320344,0.435139,-0.668396,2.22313,0.390707,0.576231,0.179991,IF4E3D,879
JET,20021007,56917,67.6153564453125,0.0495186,0.780932,0.321101,0.435165,-0.667924,2.22223,0.390653,0.575255,0.179253,ZKE8K8,880
JET,20021026,57362,68.1121826171875,0.0495651,0.780736,0.320049,0.435802,-0.668626,2.22466,0.390531,0.576911,0.180144,OSTI5F,881
JET,20021026,57363,68.1121826171875,0.0495688,0.780813,0.320132,0.435619,-0.668521,2.2242,0.39052,0.576638,0.180073,58DJD1,882
JET,20021026,57364,67.1185913085938,0.0495661,0.78077,0.320026,0.435753,-0.668591,2.22454,0.39049,0.576814,0.180145,6FW6D1,883
JET,20021026,57365,67.86376953125,0.0496262,0.781893,0.321405,0.433126,-0.667331,2.21805,0.390772,0.573069,0.179117,UWIJQO,884
JET,20030117,57778,63.1441955566406,0.0496042,0.780798,0.320772,0.434954,-0.668356,2.22293,0.391166,0.576407,0.179775,E1C0WO,885
JET,20030117,57779,63.1441955566406,0.0495704,0.780564,0.320929,0.43469,-0.667481,2.22168,0.390826,0.575675,0.179204,5CQ8YY,886
JET,20030117,57780,63.6409912109375,0.0495301,0.780748,0.320882,0.435041,-0.667684,2.22237,0.390498,0.575485,0.17941,A9T8L1,887
JET,20030117,57782,67.6153564453125,0.0495599,0.780911,0.32075,0.434905,-0.667837,2.22228,0.390557,0.575512,0.179458,TALW8R,888
JET,20030117,57785,57.6380004882813,0.0496186,0.780443,0.320651,0.435218,-0.668554,2.22364,0.391479,0.577302,0.179981,2AKS0F,889
JET,20030122,57864,59.1283874511719,0.0496765,0.781009,0.320429,0.434452,-0.668367,2.22194,0.391182,0.576403,0.180099,UR8U0J,890
JET,20030122,57865,61.1156005859375,0.0496301,0.780901,0.320363,0.434983,-0.668473,2.22297,0.390962,0.576581,0.180067,T21YT8,891
JET,20030122,57866,60.6187744140625,0.0496397,0.780901,0.320384,0.434915,-0.668485,2.22286,0.391034,0.576625,0.180077,6VI2SP,892
JET,20030122,57867,60.3703918457031,0.0497066,0.781044,0.320538,0.434223,-0.668461,2.22163,0.391449,0.576525,0.180158,YRMZ1E,893
JET,20030122,57869,60.3703918457031,0.0497633,0.781058,0.320688,0.433758,-0.668502,2.22083,0.391898,0.576704,0.180214,C338V4,894
JET,20030122,57870,61.1156005859375,0.0496582,0.780876,0.320444,0.434796,-0.668514,2.22267,0.391205,0.576759,0.180086,5HMR69,895
JET,20030122,57871,60.3703918457031,0.0495605,0.780891,0.32019,0.435538,-0.66843,2.22393,0.390446,0.576339,0.180002,HOF191,896
JET,20030122,57872,60.1357727050781,0.0496448,0.780951,0.320381,0.434802,-0.668432,2.22262,0.391016,0.57649,0.18007,CKQVK3,897
JET,20030123,57877,60.1357727050781,0.0496547,0.781134,0.320264,0.434576,-0.668367,2.22202,0.390931,0.576057,0.180105,3MVE4N,898
JET,20030123,57885,60.6187744140625,0.0496793,0.781079,0.320315,0.434488,-0.668504,2.2219,0.391204,0.576351,0.180245,X8XF1M,899
JET,20030123,57886,61.8607788085938,0.0497136,0.781348,0.320341,0.433956,-0.668383,2.22087,0.391256,0.575824,0.180174,WMRH8D,900
JET,20030123,57888,60.6187744140625,0.0496687,0.781099,0.320326,0.434576,-0.66852,2.22211,0.391164,0.576304,0.180147,HM1T5V,901
JET,20030123,57889,61.8607788085938,0.0496227,0.781027,0.320271,0.434946,-0.668441,2.22281,0.390822,0.576256,0.180076,RP8JOT,902
JET,20030123,57890,59.6251831054688,0.0496347,0.781066,0.320271,0.434811,-0.668424,2.22252,0.39088,0.576189,0.180087,WUQ3MM,903
JET,20030123,57894,61.1156005859375,0.049731,0.781251,0.320415,0.433989,-0.668581,2.22101,0.391593,0.576219,0.180241,A0H5TI,904
JET,20030123,57895,61.3639831542969,0.0498041,0.781372,0.320482,0.433416,-0.668718,2.2199,0.392136,0.576285,0.180343,NX83KQ,905
JET,20030123,57896,60.4117736816406,0.0495973,0.780892,0.32026,0.435291,-0.668506,2.2235,0.390746,0.576514,0.180048,8OR7CO,906
JET,20030123,57897,60.6187744140625,0.0496107,0.780872,0.320286,0.435243,-0.66857,2.22342,0.390888,0.576649,0.180071,GX2U9E,907
JET,20030129,57987,61.3639831542969,0.0496678,0.781182,0.320316,0.434466,-0.668444,2.22189,0.391065,0.576076,0.180163,9Q2AWW,908
JET,20030129,57989,61.3777770996094,0.0497613,0.781102,0.320655,0.433771,-0.668492,2.22084,0.391796,0.576635,0.180203,WQ7RJM,909
JET,20030129,58009,60.6325988769531,0.0497069,0.780859,0.321076,0.433926,-0.668413,2.22137,0.392034,0.576586,0.180124,119SYA,910
JET,20030129,58012,61.3639831542969,0.0496882,0.780866,0.320968,0.43407,-0.668391,2.22159,0.39184,0.576502,0.180215,7GVN55,911
JET,20030129,58013,62.1505737304688,0.049695,0.780772,0.321061,0.43407,-0.668427,2.22163,0.392011,0.576712,0.180184,Z1K7N0,912
JET,20030129,58014,62.1505737304688,0.0496833,0.780815,0.320961,0.434163,-0.668388,2.22174,0.391823,0.576588,0.180152,TLWHS6,913
JET,20030130,58022,60.3703918457031,0.0498681,0.781207,0.320918,0.432877,-0.668536,2.21943,0.392367,0.576918,0.180357,0X0URA,914
JET,20030130,58025,60.3703918457031,0.0498706,0.781363,0.320764,0.432767,-0.668418,2.21904,0.392045,0.576561,0.180377,LCJSCW,915
JET,20030130,58029,60.3703918457031,0.0499097,0.781199,0.321104,0.432399,-0.668483,2.21866,0.39277,0.576963,0.18046,SR8DLC,916
JET,20030130,58031,61.3639831542969,0.0501278,0.782034,0.321064,0.430266,-0.668292,2.21441,0.392981,0.576126,0.180849,AC6WUN,917
JET,20030130,58036,60.8671875,0.0499884,0.783416,0.318923,0.432176,-0.668655,2.2156,0.389983,0.573993,0.180439,8WZ6O0,918
JET,20030205,58108,57.8450012207031,0.0498861,0.783306,0.317772,0.432741,-0.668271,2.21635,0.389304,0.573052,0.180682,LBUYMZ,919
JET,20030205,58111,58.4245910644531,0.0498117,0.782573,0.318244,0.433874,-0.668718,2.21908,0.389762,0.574598,0.180652,SJ5FPV,920
JET,20030205,58112,58.0933837890625,0.0497873,0.782332,0.318425,0.434184,-0.668813,2.21988,0.389873,0.575061,0.180695,KYG6G3,921
