TOK_added,DATE_added,SHOT_added,TIME_added,α0,αI,αB,αn,αP,αR,αk,αe,αM,id_added,ind
JET,19990218,47313,67.4601593017578,0.0495881,0.780553,0.319539,0.436011,-0.66889,2.22563,0.390639,0.577677,0.18063,QIAARD,1
JET,19990218,47314,66.4401702880859,0.0495693,0.780027,0.319506,0.436993,-0.669526,2.22801,0.390995,0.579344,0.180858,08PPHI,2
JET,19990218,47316,62.6865692138672,0.0494737,0.780742,0.320123,0.436803,-0.669079,2.22679,0.390342,0.577091,0.180029,WDT3SO,3
JET,19990301,47476,60.6465606689453,0.0495771,0.779737,0.319655,0.436862,-0.669058,2.22629,0.391136,0.579138,0.180359,VDFZE1,4
JET,19990301,47478,59.6265716552734,0.0495699,0.779555,0.319898,0.437232,-0.669468,2.22734,0.39155,0.579868,0.180413,6KJUY8,5
JET,19990301,47481,57.6273651123047,0.0495558,0.781068,0.32025,0.435375,-0.668301,2.22357,0.390258,0.575901,0.179896,BM9O1P,6
JET,19990301,47482,62.4009704589844,0.0495382,0.781147,0.319731,0.435359,-0.668006,2.22348,0.389751,0.575418,0.180019,NWDSW6,7
JET,19990301,47483,62.8905639648438,0.0496301,0.780832,0.320762,0.435129,-0.668812,2.2233,0.391436,0.576948,0.179993,256I8F,8
JET,19990301,47484,61.8705596923828,0.0496527,0.780755,0.321053,0.43507,-0.669068,2.22329,0.391953,0.577348,0.180028,0WBH1E,9
JET,19990301,47485,61.3809661865234,0.0496289,0.780901,0.320743,0.435052,-0.668799,2.22314,0.391432,0.576766,0.180042,3RU8L1,10
JET,19990302,47505,65.6241607666016,0.0496101,0.781367,0.319748,0.435171,-0.668394,2.22256,0.390132,0.57568,0.17997,I941E5,11
JET,19990302,47509,67.3785705566406,0.0495579,0.780703,0.320384,0.435588,-0.668483,2.22429,0.390702,0.576693,0.180028,0R258W,12
JET,19990303,47516,60.1161651611328,0.0495758,0.780861,0.320246,0.435443,-0.668462,2.22378,0.390604,0.576466,0.180019,C63YN6,13
JET,19990303,47517,58.6473693847656,0.0496286,0.780721,0.320526,0.435,-0.668544,2.22299,0.391341,0.5768,0.180101,63614J,14
JET,19990303,47519,58.8921661376953,0.0495584,0.780896,0.320155,0.435587,-0.668428,2.22403,0.390374,0.576358,0.179988,6E5E8Q,15
JET,19990303,47520,58.3617706298828,0.0495598,0.780882,0.320164,0.435587,-0.668437,2.22403,0.390401,0.576395,0.179994,HVOKCC,16
JET,19990303,47521,58.3617706298828,0.0495396,0.780919,0.320058,0.435763,-0.6684,2.22433,0.390127,0.576286,0.179959,1L0VYO,17
JET,19990303,47522,59.136962890625,0.0496691,0.780327,0.320916,0.435033,-0.668979,2.22328,0.392426,0.577899,0.180187,NFMAR5,18
JET,19990303,47524,58.6473693847656,0.0497034,0.780559,0.320942,0.434452,-0.668765,2.22213,0.392396,0.577367,0.180192,VDPSLK,19
JET,19990303,47530,58.6473693847656,0.0496247,0.780775,0.320502,0.435022,-0.668548,2.22306,0.39127,0.576719,0.180065,0KJ0YV,20
JET,19990304,47536,60.1161651611328,0.0495229,0.781055,0.319921,0.435802,-0.668293,2.22433,0.38979,0.575926,0.179908,XTRMNG,21
JET,19990304,47538,59.6265716552734,0.0495475,0.780961,0.320074,0.435629,-0.668371,2.22407,0.390177,0.576178,0.179974,QZV4QK,22
JET,19990304,47540,59.5857696533203,0.0496537,0.780925,0.320581,0.434604,-0.668502,2.2223,0.391429,0.576443,0.180113,NRCCLS,23
JET,19990304,47541,59.8713684082031,0.0495481,0.780983,0.32006,0.43559,-0.66833,2.22397,0.390132,0.576103,0.179961,MQOYAG,24
JET,19990304,47542,59.8713684082031,0.0495924,0.780845,0.320329,0.435294,-0.66849,2.22353,0.390816,0.57653,0.180036,D8KB4E,25
JET,19990304,47543,60.1161651611328,0.0495567,0.780879,0.320165,0.435617,-0.668439,2.22411,0.390381,0.576405,0.179986,217QBR,26
JET,19990304,47545,59.8713684082031,0.0496092,0.780882,0.320363,0.435078,-0.66846,2.22305,0.390964,0.576417,0.180043,FUFDYB,27
JET,19990304,47548,62.1153717041016,0.0496027,0.780796,0.320386,0.435234,-0.668486,2.22345,0.390898,0.576667,0.180048,X461K5,28
JET,19990304,47549,62.4009704589844,0.0496118,0.78081,0.320436,0.435132,-0.6685,2.2233,0.391011,0.576663,0.180052,U9WZTD,29
JET,19990304,47550,61.8705596923828,0.0495244,0.781005,0.319962,0.435816,-0.66838,2.22434,0.389997,0.576015,0.179951,HB61IG,30
JET,19990304,47551,62.8905639648438,0.0496264,0.780729,0.320532,0.435064,-0.668544,2.22323,0.391217,0.576886,0.180073,ZY8MXH,31
JET,19990304,47556,61.8705596923828,0.0495345,0.78157,0.319275,0.435606,-0.668145,2.22343,0.389077,0.574961,0.179972,8FIBL1,32
JET,19990305,47558,62.1153717041016,0.0495821,0.780782,0.320397,0.435374,-0.668483,2.22376,0.390817,0.576612,0.180019,TGBYIW,33
JET,19990305,47560,61.3809661865234,0.0495161,0.7802,0.320884,0.435509,-0.668101,2.22509,0.390962,0.57704,0.180049,ILCGR7,34
JET,19990305,47561,62.1153717041016,0.0496027,0.7813,0.319813,0.435483,-0.6687,2.22313,0.390319,0.576035,0.179967,JW6E5S,35
JET,19990305,47562,61.8705596923828,0.0496424,0.781785,0.319556,0.435135,-0.668821,2.222,0.390205,0.575382,0.180003,ZOQ6P6,36
JET,19990305,47568,62.1289672851563,0.0496197,0.780568,0.320934,0.434961,-0.668557,2.22332,0.391642,0.577039,0.180043,JOKZRG,37
JET,19990305,47570,62.4009704589844,0.0495677,0.780883,0.320199,0.435502,-0.668442,2.22387,0.390496,0.576395,0.180005,GC5FMG,38
JET,19990305,47571,61.6257629394531,0.0495332,0.780985,0.320006,0.435739,-0.668376,2.22421,0.390084,0.576068,0.17996,9Z6MUT,39
JET,19990305,47572,62.4009704589844,0.0495918,0.780821,0.320334,0.435325,-0.668487,2.22361,0.390793,0.576598,0.180033,XKBY2W,40
JET,19990316,47757,52.3913726806641,0.0495488,0.780267,0.319828,0.436242,-0.668395,2.22453,0.390514,0.57735,0.179904,XE3OCW,41
JET,19990316,47758,52.3913726806641,0.0495529,0.780502,0.320032,0.435997,-0.668476,2.22447,0.390536,0.577058,0.179977,CI56KT,42
JET,19990316,47763,54.3769683837891,0.0495775,0.78101,0.32028,0.435277,-0.668417,2.22356,0.390522,0.576171,0.180017,6KQF3G,43
JET,19990316,47767,64.4001617431641,0.0495745,0.780418,0.320124,0.435878,-0.668548,2.22422,0.390866,0.577273,0.180009,T7MRUI,44
JET,19990318,47796,61.1361694335938,0.0496312,0.780912,0.321588,0.434835,-0.66912,2.22261,0.392356,0.576754,0.180009,6W1XN4,45
JET,19990318,47797,62.8905639648438,0.0496394,0.781383,0.320963,0.434044,-0.668149,2.22058,0.391207,0.575054,0.179858,I2YL94,46
JET,19990318,47803,61.1361694335938,0.0496801,0.78075,0.322621,0.434741,-0.669996,2.22293,0.393986,0.577851,0.180072,7SAGEI,47
JET,19990318,47803,62.6457672119141,0.0496489,0.781021,0.32188,0.434385,-0.668894,2.22138,0.39249,0.576284,0.179838,PADZ9T,48
JET,19990318,47805,61.1361694335938,0.0496688,0.780539,0.322692,0.434899,-0.670008,2.2234,0.394172,0.578193,0.180061,LDECOY,49
JET,19990318,47805,62.6457672119141,0.0496786,0.781279,0.322048,0.433851,-0.668836,2.22027,0.392648,0.575759,0.179869,V8AX7D,50
JET,19990319,47816,51.6297760009766,0.0495723,0.780892,0.320251,0.43546,-0.668483,2.2239,0.390564,0.576441,0.180032,CUAJ6S,51
JET,19990426,48260,69.62255859375,0.0495673,0.780589,0.319492,0.436136,-0.668813,2.22564,0.390475,0.577425,0.180447,176ZLP,52
JET,19990426,48261,71.1321563720703,0.0495712,0.78065,0.319428,0.436046,-0.668801,2.22549,0.390443,0.577302,0.180551,OCULKL,53
JET,19990426,48262,66.1545562744141,0.0495967,0.780973,0.320316,0.435145,-0.668366,2.22307,0.390616,0.576219,0.179982,8IIRGU,54
JET,19990426,48264,62.6049652099609,0.0496259,0.781119,0.32041,0.43465,-0.668157,2.22194,0.390662,0.575796,0.179931,GAEX88,55
JET,19990426,48264,66.2769622802734,0.0495617,0.780822,0.320193,0.43562,-0.6685,2.22418,0.390535,0.576551,0.180022,Y5O5HI,56
JET,19990426,48265,65.6241607666016,0.049507,0.780522,0.320111,0.436733,-0.669268,2.22707,0.390823,0.577752,0.180259,JUHKM4,57
JET,19990426,48269,59.6265716552734,0.0495622,0.780845,0.320218,0.43558,-0.668472,2.22407,0.390511,0.576483,0.180004,S3ETC7,58
JET,19990426,48270,60.3609619140625,0.049524,0.780604,0.319774,0.436363,-0.668773,2.22599,0.390308,0.577226,0.180257,T4OU4Y,59
JET,19990426,48270,63.3801574707031,0.0495426,0.780851,0.319778,0.435819,-0.66844,2.22469,0.390146,0.576449,0.18015,WG2RO4,60
JET,19990426,48271,62.8905639648438,0.0495454,0.780816,0.319931,0.435846,-0.66858,2.22479,0.390397,0.57661,0.18016,IGIX35,61
JET,19990426,48272,63.1353607177734,0.0496055,0.781102,0.320467,0.434835,-0.668239,2.22237,0.390689,0.575819,0.179881,B6IBEB,62
JET,19990427,48276,63.1353607177734,0.0496329,0.781302,0.32062,0.434317,-0.668082,2.22125,0.390787,0.57532,0.179825,KVBT1K,63
JET,19990427,48277,63.1353607177734,0.049744,0.782313,0.321505,0.431916,-0.667259,2.21547,0.391269,0.572545,0.179187,BZJUA9,64
JET,19990427,48295,71.3769683837891,0.0496589,0.780642,0.319123,0.436326,-0.669005,2.22643,0.390867,0.578224,0.178451,3111T7,65
JET,19990427,48297,66.8889617919922,0.0496969,0.780892,0.318279,0.436005,-0.66843,2.22563,0.390187,0.577536,0.177716,IVV6FE,66
JET,19990427,48297,68.6433563232422,0.0495737,0.780874,0.320199,0.435473,-0.668449,2.22384,0.390545,0.57644,0.179985,8J4UAQ,67
JET,19990427,48297,71.1321563720703,0.0495709,0.780866,0.320243,0.435475,-0.668456,2.22383,0.390557,0.576441,0.180026,4YY1R2,68
JET,19990429,48333,66.3993682861328,0.0496119,0.780829,0.319772,0.435785,-0.668565,2.22468,0.390599,0.57701,0.179005,TBRAEK,69
JET,19990429,48333,69.3777618408203,0.0496433,0.780771,0.319515,0.436035,-0.668786,2.2255,0.390847,0.577585,0.178353,N6AFBT,70
JET,19990429,48336,66.6441650390625,0.049624,0.780711,0.319729,0.436004,-0.668715,2.2253,0.390797,0.577498,0.178665,MOG3L5,71
JET,19990429,48336,69.3777618408203,0.0496664,0.780614,0.319216,0.436378,-0.669237,2.22675,0.391124,0.578512,0.178583,6ZLMPT,72
JET,19990429,48337,68.3985595703125,0.0496826,0.780734,0.319315,0.436184,-0.668968,2.22611,0.391078,0.578134,0.177712,97U57S,73
JET,19990429,48337,70.8873596191406,0.0497038,0.780892,0.319003,0.436071,-0.668798,2.22581,0.390868,0.577841,0.177188,40B4KV,74
JET,19990429,48338,66.6441650390625,0.0496304,0.780741,0.319668,0.436004,-0.668728,2.22532,0.390793,0.577502,0.178557,W2AC14,75
JET,19990429,48338,69.3777618408203,0.0497312,0.78054,0.319062,0.436862,-0.669622,2.22809,0.391707,0.579554,0.176641,W95MR2,76
JET,19990429,48339,66.6441650390625,0.0496274,0.780763,0.319611,0.436016,-0.668713,2.22531,0.390717,0.577437,0.178597,9Y8O4I,77
JET,19990429,48339,69.3777618408203,0.0497008,0.780301,0.319215,0.437192,-0.66971,2.2287,0.391766,0.579946,0.176877,HNGDR0,78
JET,19990429,48342,66.6441650390625,0.0496198,0.780724,0.319771,0.435955,-0.668694,2.22518,0.390792,0.577408,0.178774,2K4I8P,79
JET,19990429,48342,69.3777618408203,0.049682,0.780539,0.319346,0.436627,-0.669287,2.2272,0.391375,0.578865,0.177428,ZTX7UZ,80
JET,19990430,48357,70.1121673583984,0.0496046,0.780683,0.319331,0.436112,-0.668818,2.22567,0.390524,0.577542,0.179691,514YG7,81
JET,19990430,48358,68.1129608154297,0.0496306,0.780481,0.319069,0.436448,-0.669113,2.2268,0.390798,0.578441,0.179478,CYLEQG,82
JET,19990430,48358,70.6425628662109,0.0496352,0.780659,0.319136,0.436086,-0.668844,2.22588,0.390669,0.577809,0.179324,HOBVSV,83
JET,19990430,48359,70.8873596191406,0.0495791,0.780757,0.319837,0.435738,-0.668691,2.22472,0.390585,0.576972,0.180322,XOKQOC,84
JET,19990430,48360,66.3993682861328,0.0496352,0.780464,0.318607,0.436673,-0.669221,2.22739,0.390558,0.578701,0.179686,6COIEY,85
JET,19990430,48360,69.1329650878906,0.0496177,0.780132,0.318985,0.43726,-0.669735,2.22882,0.39115,0.579735,0.179641,JVM8OU,86
JET,19990430,48361,63.1353607177734,0.0495554,0.780574,0.320086,0.436341,-0.668904,2.22596,0.390746,0.577557,0.179528,4NU985,87
JET,19991019,49054,58.3617706298828,0.0495566,0.780946,0.320123,0.435584,-0.668422,2.22399,0.390313,0.576261,0.179972,V90KXJ,88
JET,19991019,49056,57.8721618652344,0.049522,0.781148,0.319893,0.435826,-0.668363,2.22434,0.389782,0.575807,0.179843,7X3V1H,89
JET,19991020,49078,63.1353607177734,0.0495441,0.7809,0.320167,0.435646,-0.668427,2.22416,0.390416,0.576254,0.179949,6R2FI5,90
JET,19991020,49080,61.6257629394531,0.0495427,0.780884,0.32026,0.435574,-0.668385,2.22416,0.390526,0.576228,0.179906,BQZIKV,91
JET,19991026,49126,61.12255859375,0.0498927,0.78083,0.321817,0.433871,-0.669749,2.22136,0.393097,0.579194,0.180476,9FFKYO,92
JET,19991026,49128,61.1361694335938,0.0498336,0.780913,0.321367,0.434103,-0.669271,2.22139,0.392292,0.578371,0.180177,XFW2RM,93
JET,19991026,49129,61.6257629394531,0.0498521,0.781154,0.321165,0.434378,-0.6697,2.22177,0.391954,0.578591,0.180318,TQRKME,94
JET,19991026,49130,60.8913726806641,0.0498877,0.781268,0.321383,0.433842,-0.669654,2.22094,0.392359,0.57837,0.180339,DVOAD9,95
JET,19991026,49133,60.8777618408203,0.0500028,0.782392,0.321305,0.431648,-0.668787,2.21609,0.392046,0.575685,0.180165,G2X9J4,96
JET,19991026,49134,61.1361694335938,0.0498148,0.781028,0.321204,0.434545,-0.669639,2.2222,0.392148,0.578479,0.180188,L9Y50V,97
JET,19991026,49136,61.1361694335938,0.049901,0.781538,0.321369,0.433487,-0.669581,2.22013,0.392398,0.577745,0.180237,YHV0LU,98
JET,19991026,49137,61.6257629394531,0.0497021,0.780501,0.320911,0.435634,-0.669475,2.22434,0.391655,0.578909,0.180135,9V5M8B,99
JET,19991026,49138,60.6465606689453,0.0496113,0.780761,0.320417,0.435506,-0.668724,2.22393,0.39084,0.577154,0.180044,EMB7Q6,100
JET,19991026,49139,60.6465606689453,0.049655,0.780818,0.32057,0.435255,-0.668855,2.22349,0.391057,0.577391,0.180085,5SAY1I,101
JET,19991026,49140,61.3809661865234,0.0499685,0.781386,0.320132,0.432563,-0.668288,2.2179,0.391328,0.577141,0.180623,R9REY0,102
JET,19991027,49144,60.1297607421875,0.0500328,0.781579,0.32039,0.43221,-0.668865,2.21765,0.392156,0.57748,0.18083,VAM2MO,103
JET,19991027,49145,59.8713684082031,0.0496857,0.780983,0.320293,0.434746,-0.668602,2.22251,0.390964,0.576891,0.180245,IR5PYM,104
JET,19991027,49146,60.1161651611328,0.0497743,0.781102,0.321621,0.433864,-0.669236,2.22129,0.392616,0.577255,0.18013,UXS0IC,105
JET,19991027,49147,59.8713684082031,0.0497819,0.781335,0.321346,0.433761,-0.669167,2.22089,0.392286,0.576843,0.180151,GNX0G3,106
JET,19991027,49149,60.6329650878906,0.0497159,0.780896,0.32119,0.434702,-0.669287,2.22277,0.392079,0.577634,0.180174,62PKBE,107
JET,19991027,49151,61.1361694335938,0.0498078,0.781212,0.321613,0.433798,-0.669461,2.22108,0.392731,0.57744,0.18016,A5E8IF,108
JET,19991027,49152,61.3809661865234,0.0500258,0.784395,0.317511,0.432861,-0.669229,2.21558,0.388163,0.573491,0.180542,GFV654,109
JET,19991027,49153,61.3809661865234,0.0501045,0.785357,0.317069,0.431436,-0.668593,2.21216,0.38744,0.571377,0.180511,V0W6H3,110
JET,19991027,49154,61.6257629394531,0.0500111,0.784125,0.317571,0.433405,-0.669556,2.21677,0.388363,0.574317,0.180556,4QRT8U,111
JET,19991027,49156,59.3817596435547,0.0498416,0.782801,0.318585,0.43439,-0.669284,2.21986,0.389292,0.575439,0.180364,KUKFI7,112
JET,19991027,49157,61.1361694335938,0.0497196,0.781952,0.319043,0.43503,-0.668794,2.22157,0.389391,0.575875,0.180186,QC08Y9,113
JET,19991027,49159,60.3609619140625,0.0497251,0.781987,0.319075,0.434851,-0.66868,2.22123,0.389395,0.575699,0.180172,6XMWZC,114
JET,19991027,49160,60.6465606689453,0.0496156,0.780879,0.32036,0.435316,-0.668596,2.22349,0.390717,0.576811,0.180035,O5SAWK,115
JET,19991027,49161,59.8713684082031,0.0496218,0.78092,0.3204,0.435199,-0.668594,2.22332,0.390794,0.576732,0.180055,BLKAFH,116
JET,19991028,49164,59.8713684082031,0.0497302,0.780838,0.320104,0.435081,-0.669003,2.22272,0.391725,0.577801,0.179988,81GFAM,117
JET,19991028,49165,60.8913726806641,0.0495374,0.781149,0.320242,0.435141,-0.668073,2.22327,0.390013,0.575334,0.180005,OAD8WG,118
JET,19991028,49166,60.3609619140625,0.049552,0.781119,0.320237,0.435141,-0.668158,2.22325,0.390165,0.575542,0.180023,U8RLOY,119
JET,19991028,49167,60.8913726806641,0.0495706,0.780876,0.320226,0.435468,-0.668443,2.22383,0.390535,0.576411,0.180012,KTYXEA,120
JET,19991028,49168,61.3809661865234,0.0497816,0.780786,0.320249,0.43505,-0.669464,2.22282,0.39253,0.578521,0.17999,9EO4PA,121
JET,19991028,49169,60.6465606689453,0.0497613,0.780894,0.320273,0.434909,-0.669268,2.2226,0.392278,0.578004,0.179977,TQAFOR,122
JET,19991028,49170,60.1161651611328,0.0498475,0.781127,0.320192,0.434305,-0.669328,2.22118,0.392765,0.577958,0.179877,ZORTP8,123
JET,19991028,49172,60.6465606689453,0.0499066,0.781299,0.320292,0.433928,-0.669596,2.2206,0.393282,0.57811,0.179948,V69Y1S,124
JET,19991028,49173,59.136962890625,0.0499102,0.78145,0.320253,0.4337,-0.669472,2.22009,0.393174,0.577683,0.179944,CGQV6Q,125
JET,19991028,49180,60.8913726806641,0.0495873,0.780697,0.320322,0.435524,-0.66856,2.22402,0.390869,0.576924,0.180014,DD6A2Y,126
JET,19991028,49181,59.6265716552734,0.0495554,0.781166,0.320095,0.4353,-0.66827,2.22338,0.390097,0.575642,0.180007,7GDAZC,127
JET,19991028,49185,61.1361694335938,0.0500345,0.780077,0.321965,0.432608,-0.669547,2.21992,0.396086,0.580345,0.180224,W8EHKE,128
JET,19991028,49186,60.1161651611328,0.049742,0.780238,0.320859,0.434615,-0.668736,2.22265,0.392675,0.578437,0.179994,T6W97M,129
JET,19991102,49246,61.8705596923828,0.0495696,0.780875,0.320212,0.435488,-0.668443,2.22386,0.390519,0.576417,0.180005,73WWM2,130
JET,19991102,49249,59.3817596435547,0.0495539,0.780927,0.320122,0.435563,-0.668362,2.22394,0.390297,0.576217,0.179965,C6NYB8,131
JET,19991102,49252,59.3817596435547,0.0496787,0.780806,0.32074,0.434627,-0.668752,2.22254,0.391782,0.577015,0.180216,SA2LRK,132
JET,19991116,49470,55.8729705810547,0.0495762,0.780812,0.320252,0.435474,-0.668478,2.22387,0.390648,0.57657,0.180037,JVG9YA,133
JET,19991116,49472,57.1377716064453,0.049539,0.781189,0.32005,0.435576,-0.668321,2.22378,0.38995,0.575703,0.179839,FUT529,134
JET,19991116,49473,57.382568359375,0.0495304,0.781194,0.320032,0.435671,-0.668344,2.22395,0.389884,0.575704,0.179841,40GAJQ,135
JET,19991116,49474,57.382568359375,0.0495244,0.78122,0.320002,0.435707,-0.668313,2.22397,0.389775,0.575628,0.179817,BWN8FS,136
JET,19991116,49475,57.382568359375,0.0496435,0.780391,0.320509,0.435068,-0.668595,2.22344,0.391628,0.5775,0.180283,87113R,137
JET,19991118,49510,56.3761596679688,0.0495943,0.780734,0.320373,0.435371,-0.668514,2.22374,0.390868,0.576801,0.180048,OX3RIA,138
JET,19991118,49511,58.3617706298828,0.0496238,0.780579,0.320548,0.435242,-0.6686,2.22363,0.391231,0.577263,0.180115,P2CU9K,139
JET,19991118,49512,58.6473693847656,0.0496234,0.780586,0.320541,0.435238,-0.668601,2.22362,0.391231,0.577244,0.180118,ZH3RDR,140
JET,19991118,49514,58.8921661376953,0.0496223,0.780381,0.320553,0.435408,-0.668627,2.22392,0.391305,0.57765,0.18013,TVWBWX,141
JET,19991118,49515,58.6473693847656,0.0496311,0.780146,0.320646,0.435553,-0.668722,2.22427,0.39152,0.578224,0.180144,LLFYTB,142
JET,19991118,49516,58.8921661376953,0.0496153,0.780401,0.320544,0.435509,-0.668695,2.22416,0.391273,0.577677,0.18013,M778MZ,143
JET,19991118,49519,60.3609619140625,0.049686,0.780653,0.3208,0.43458,-0.668555,2.22246,0.391688,0.577241,0.180158,4LX0H3,144
JET,19991118,49520,58.3617706298828,0.0495722,0.780866,0.320226,0.435472,-0.66845,2.22383,0.390553,0.576444,0.18001,C13B9Y,145
JET,19991118,49521,59.136962890625,0.0495809,0.779423,0.320382,0.436121,-0.668097,2.22464,0.39109,0.578739,0.179836,CM7C0G,146
JET,19991119,49547,63.8697662353516,0.0495829,0.780707,0.321265,0.435587,-0.669006,2.22403,0.39156,0.577168,0.179763,A6OG5Q,147
JET,19991119,49548,61.8841705322266,0.0495788,0.779893,0.322834,0.435713,-0.669384,2.22503,0.393145,0.578792,0.179555,RAFXVW,148
JET,19991119,49555,63.1353607177734,0.0495782,0.780915,0.320685,0.435878,-0.669066,2.22423,0.390949,0.576995,0.179854,FM5I1H,149
JET,19991119,49557,63.8697662353516,0.0495719,0.780863,0.320245,0.435483,-0.668465,2.22385,0.39057,0.576463,0.180006,NG8WFG,150
JET,19991122,49573,58.3753662109375,0.0496049,0.780766,0.320548,0.435384,-0.668713,2.22379,0.391024,0.576974,0.180053,YKJQBY,151
JET,19991123,49581,60.3609619140625,0.0498152,0.7812,0.320082,0.434197,-0.668893,2.22081,0.392165,0.577282,0.179826,QFFHRH,152
JET,19991123,49582,60.8913726806641,0.0498443,0.780855,0.320483,0.434751,-0.669943,2.2226,0.393355,0.579049,0.180243,KGZKUR,153
JET,19991123,49583,60.8913726806641,0.0499494,0.781771,0.320109,0.433061,-0.669142,2.21857,0.392974,0.576918,0.179875,AFSZPB,154
JET,19991123,49591,61.1361694335938,0.0496252,0.780904,0.320403,0.435224,-0.668607,2.22333,0.390784,0.576808,0.180033,ZLFQDH,155
JET,19991123,49592,61.1361694335938,0.0495889,0.780851,0.320294,0.435438,-0.668531,2.22377,0.390645,0.576649,0.180022,ELX1XW,156
JET,19991123,49596,58.443359375,0.0495934,0.780874,0.320312,0.435381,-0.668532,2.22366,0.390678,0.576616,0.180023,HNFME0,157
JET,19991123,49596,61.8705596923828,0.0496343,0.780483,0.320556,0.435891,-0.669048,2.22464,0.391007,0.578243,0.18005,GQK0S6,158
JET,19991129,49687,64.4001617431641,0.0495698,0.780703,0.320291,0.435532,-0.66827,2.2235,0.390476,0.57654,0.179841,9L40EM,159
JET,19991129,49688,66.3993682861328,0.0495648,0.780751,0.320228,0.435545,-0.668278,2.22362,0.390418,0.576452,0.179871,2M7ZND,160
JET,19991129,49689,64.4001617431641,0.0495434,0.780791,0.320138,0.435863,-0.668689,2.22493,0.390605,0.576725,0.180131,EGGC8T,161
JET,19991129,49690,62.8905639648438,0.0494983,0.78049,0.320107,0.436771,-0.669273,2.22723,0.390871,0.577751,0.180296,EVL6HE,162
JET,19991129,49690,65.1345672607422,0.0495517,0.78048,0.320294,0.435854,-0.668239,2.22392,0.390406,0.576882,0.179737,BS774K,163
JET,19991129,49691,65.8689575195313,0.0495363,0.780464,0.320288,0.435966,-0.668242,2.22394,0.39043,0.576773,0.179664,P50BT6,164
JET,19991129,49693,60.6465606689453,0.0495234,0.780616,0.320028,0.436295,-0.668791,2.22588,0.390439,0.577205,0.18017,CJ35FQ,165
JET,19991129,49694,62.6457672119141,0.049541,0.780835,0.320029,0.435815,-0.668557,2.22481,0.390391,0.576558,0.180125,97OZVD,166
JET,19991129,49694,64.8897705078125,0.0495419,0.780479,0.320316,0.436033,-0.668462,2.22441,0.390571,0.577026,0.179795,BGP43A,167
JET,19991130,49722,49.3721618652344,0.0497882,0.78005,0.320237,0.434954,-0.669378,2.22286,0.392881,0.579293,0.180747,D4NW3H,168
JET,19991130,49723,49.6169738769531,0.049841,0.77978,0.320262,0.43491,-0.669703,2.2228,0.393607,0.580176,0.180976,5VAY0S,169
JET,19991130,49724,65.1345672607422,0.0495353,0.780799,0.319973,0.435894,-0.668508,2.22494,0.390274,0.576597,0.180093,KF2EEY,170
JET,19991130,49726,61.6257629394531,0.0495956,0.780809,0.320354,0.43526,-0.668474,2.22346,0.390879,0.576572,0.180041,Z0MK8I,171
JET,19991130,49727,61.1361694335938,0.0496505,0.780824,0.320613,0.43465,-0.668482,2.22238,0.391513,0.576568,0.180096,VP0FVG,172
JET,19991130,49728,60.6465606689453,0.0496678,0.780798,0.320686,0.434462,-0.668457,2.222,0.391716,0.576587,0.180099,H8JAWI,173
JET,19991130,49729,60.8913726806641,0.0497105,0.780799,0.32089,0.434015,-0.668503,2.22122,0.392258,0.576626,0.180149,CQR8D5,174
JET,19991130,49730,60.8913726806641,0.0497634,0.780742,0.321223,0.433468,-0.668566,2.22033,0.393015,0.576791,0.1802,1W0F0P,175
JET,19991130,49731,60.8913726806641,0.0498292,0.78112,0.321381,0.432401,-0.668372,2.21827,0.393414,0.575925,0.180257,0XP18U,176
JET,19991130,49732,61.1361694335938,0.0498162,0.781227,0.321268,0.43241,-0.668277,2.21821,0.393155,0.575612,0.18024,8ANV71,177
JET,19991130,49739,60.1433715820313,0.0497786,0.781056,0.32114,0.432988,-0.668382,2.21927,0.39293,0.575988,0.180197,BJRTBY,178
JET,20000605,50367,70.3977661132813,0.0495475,0.780623,0.319587,0.436249,-0.668925,2.22587,0.390533,0.577328,0.1805,WP3I8E,179
JET,20000605,50373,69.8673095703125,0.0495534,0.780757,0.319514,0.435997,-0.668714,2.22524,0.390344,0.576889,0.18046,4FW5VZ,180
JET,20000606,50401,57.8721618652344,0.0495869,0.780771,0.320333,0.43539,-0.668483,2.22375,0.390785,0.576676,0.180033,F3A8XR,181
JET,20000606,50402,56.8929443359375,0.0497121,0.780425,0.321084,0.43427,-0.668551,2.22211,0.392405,0.577547,0.180159,27X6PE,182
JET,20000606,50404,57.3689575195313,0.0498539,0.780553,0.321657,0.432593,-0.668338,2.21923,0.393588,0.577344,0.18028,CSDYMY,183
JET,20000606,50406,57.382568359375,0.0495762,0.780843,0.320255,0.435448,-0.668458,2.22381,0.390615,0.576502,0.180014,MD8DXR,184
JET,20000606,50407,58.1169738769531,0.0497491,0.78024,0.321342,0.434056,-0.668632,2.2219,0.392931,0.578058,0.180177,0MMPBY,185
JET,20000607,50409,57.6409606933594,0.0496709,0.78062,0.320783,0.434584,-0.66848,2.2225,0.391746,0.57708,0.180111,8YEXPT,186
JET,20000607,50412,57.8721618652344,0.0496834,0.780491,0.32089,0.434502,-0.668507,2.22242,0.391976,0.577347,0.180251,AL05L4,187
JET,20000607,50426,57.6273498535156,0.0496,0.780675,0.32045,0.435342,-0.66855,2.22376,0.391026,0.576945,0.18007,47TOBX,188
JET,20000607,50431,58.8921508789063,0.0495453,0.781137,0.319963,0.43553,-0.6683,2.22372,0.389991,0.575756,0.179926,LWKQBI,189
