TOK,IP,BT,NEL,PLTH,RGEO,KAREA,EPS,MEFF,A,RHOSTAR,BETASTAR,NUSTAR,QCYL5,Q95,TAUTH_exp,TAUTH_pred
ITER,15.0,5.3,1.03,87,6.2,1.8,0.3225806451612903,2.5,2.0,0.002,2.24,0.014,1.94,3,3.5,2.04
