ind,id,PHASE,TOK,IP,BT,NEL,PLTH,RGEO,KAREA,EPS,MEFF,TAUTH,DATE,SHOT,TIME,Q95,ZEFF,AMIN,VOL,POHM,PNBI,DWDIA,DWMHD,PICRH,PECRH,PL,PFLOSS,TAV,LCOULOMB,QCYL5,TAUBOHM,RHOSTAR,BETASTAR,NUSTAR,OMEGACYCL,IP_error,BT_error,NEL_error,PLTH_error,POHM_error,PNBI_error,DWDIA_error,DWMHD_error,PICRH_error,PECRH_error,PL_error,PFLOSS_error,RGEO_error,AMIN_error,EPS_error,VOL_error,KAREA_error,MEFF_error
12405,HDULEH,HGELM,ASDEX,0.2959,2.205,3.7889999999999997,1.8699999999999999,1.694,0.9748,0.24208972845336485,1.5,0.051,19820622,5980,1.205,4.563,0.0,0.4101,5.482,68660.0,2.599e6,212000.0,212000.0,0.0,0.0,2.456e6,585700.0,1086.98671599628,15.406716623563081,3.606992116130868,0.07497,0.00643016144138506,0.601125076774512,0.22302982978640973,1.47,"(0.292941, 0.298859)","(2.18295, 2.22705)","(3.6753299999999998, 3.9026699999999996)","(1.8138999999999998, 1.9261)","(34330.0, 102990.0)","(2.3391e6, 2.8589e6)","(169600.0, 254400.0)","(169600.0, 254400.0)","(0.0, 0.0)","(0.0, 0.0)","(2.20383e6, 2.70749e6)","(409990.0, 761410.0)","(1.67706, 1.71094)","(0.40394850000000004, 0.4162515)","(0.23609740844214294, 0.24820310543451038)","(5.31754, 5.64646)","(0.9087294891707897, 1.0453119485987046)","(1.35, 1.65)"
12406,NAC6N1,HGELM,ASDEX,0.29519999999999996,2.205,3.734,2.024,1.684,0.9724,0.24423990498812354,1.5,0.04902,19820622,5980,1.224,4.671,0.0,0.4113,5.468,22960.0,2.598e6,0.0,0.0,0.0,0.0,2.621e6,596700.0,1150.57852090773,15.4708831572927,3.647604401636569,0.0720594,0.006596277981475215,0.6270563635865279,0.1954179495318936,1.47,"(0.29224799999999995, 0.298152)","(2.18295, 2.22705)","(3.62198, 3.8460199999999998)","(1.9632800000000001, 2.08472)","(11480.0, 34440.0)","(2.3382e6, 2.8578e6)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(2.34968e6, 2.89224e6)","(417690.0, 775710.0)","(1.66716, 1.70084)","(0.4051305, 0.4174695)","(0.2381943627854472, 0.2504075793565105)","(5.30396, 5.63204)","(0.9064785558505044, 1.042722698966958)","(1.35, 1.65)"
12411,U2T1C7,HSELM,ASDEX,0.2971,2.205,3.4099999999999997,1.132,1.693,0.9895,0.238806851742469,1.5,0.06375,19820622,5982,1.188,4.275,0.0,0.4043,5.405,0.0,2.59e6,815400.0,942200.0,0.0,0.0,1.69e6,558000.0,927.00637009697,15.300207314957419,3.5443109155289627,0.0937125,0.006023336771371074,0.46137398324526635,0.2747182587613873,1.47,"(0.294129, 0.300071)","(2.18295, 2.22705)","(3.3076999999999996, 3.5122999999999998)","(1.09804, 1.1659599999999999)","(0.0, 0.0)","(2.331e6, 2.849e6)","(652320.0, 978480.0)","(753760.0, 1.13064e6)","(0.0, 0.0)","(0.0, 0.0)","(1.6110533333333333e6, 1.76908e6)","(390600.0, 725400.0)","(1.6760700000000002, 1.70993)","(0.3982355, 0.41036449999999997)","(0.23289579105577424, 0.2448373277965717)","(5.242850000000001, 5.56715)","(0.9224010580433655, 1.0610383605495637)","(1.35, 1.65)"
12412,422XQB,HGELM,ASDEX,0.2959,2.205,3.775,1.376,1.693,0.9744,0.2423508564678086,1.5,0.06991,19820622,5982,1.216,4.574,0.0,0.4103,5.482,31630.0,2.599e6,683900.0,662500.0,0.0,0.0,1.961e6,584900.0,1100.51299555299,15.420934541647128,3.6112242343749332,0.1027677,0.00646689185748488,0.6063566361089237,0.21675271554905096,1.47,"(0.292941, 0.298859)","(2.18295, 2.22705)","(3.66175, 3.8882499999999998)","(1.33472, 1.4172799999999999)","(15815.0, 47445.0)","(2.3391e6, 2.8589e6)","(547120.0, 820680.0)","(530000.0, 795000.0)","(0.0, 0.0)","(0.0, 0.0)","(1.8192083333333333e6, 2.102785e6)","(409430.0, 760370.0)","(1.6760700000000002, 1.70993)","(0.4041455, 0.4164545)","(0.23635207289187277, 0.24847082759073305)","(5.31754, 5.64646)","(0.9083800217459707, 1.044909956059492)","(1.35, 1.65)"
12413,WZ9FED,HGELM,ASDEX,0.29419999999999996,2.204,3.847,2.033,1.685,0.9691,0.24492581602373886,1.5,0.05151,19820622,5982,1.244,4.758,0.0,0.4127,5.49,37030.0,2.6e6,0.0,0.0,0.0,0.0,2.637e6,604000.0,1173.62199855691,15.475806182607364,3.668908605496688,0.07568536000000001,0.006642417716611197,0.6595693085310793,0.19399324636618692,1.4693333333333334,"(0.29125799999999996, 0.29714199999999996)","(2.18196, 2.2260400000000002)","(3.73159, 3.9624099999999998)","(1.9720099999999998, 2.09399)","(18515.0, 55545.0)","(2.34e6, 2.86e6)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(2.358515e6, 2.915545e6)","(422800.0, 785200.0)","(1.66815, 1.70185)","(0.4065095, 0.4188905)","(0.23886329582513147, 0.25111081137787367)","(5.3253, 5.6547)","(0.9034248586052129, 1.03921002962372)","(1.35, 1.65)"
12418,XTJJ2Y,HSELM,ASDEX,0.2969,2.202,3.363,1.3299999999999998,1.687,0.9942,0.23847065797273265,1.5,0.04856,19820622,5996,1.183,4.216,0.0,0.4023,5.358,38410.0,2.588e6,685900.0,765200.0,0.0,0.0,1.888e6,558100.0,848.222982815257,15.218329859609621,3.537677307419574,0.07128608,0.005798234720570045,0.417479798227668,0.32080219779219193,1.468,"(0.293931, 0.299869)","(2.17998, 2.22402)","(3.26211, 3.46389)","(1.2900999999999998, 1.3699)","(19205.0, 57615.0)","(2.3292e6, 2.8468e6)","(548720.0, 823080.0)","(612160.0, 918240.0)","(0.0, 0.0)","(0.0, 0.0)","(1.7573916666666667e6, 2.017895e6)","(390670.0, 725530.0)","(1.6701300000000001, 1.70387)","(0.3962655, 0.4083345)","(0.23256791891400166, 0.2444926442851754)","(5.19726, 5.518739999999999)","(0.9267788121587361, 1.0660740931183394)","(1.35, 1.65)"
12419,0AQACB,HGELM,ASDEX,0.2963,2.204,3.4179999999999997,1.6709999999999998,1.685,0.9863,0.24071216617210683,1.5,0.04612,19820622,5996,1.209,4.373,0.0,0.4056,5.397,7051.0,2.59e6,410700.0,327100.0,0.0,0.0,2.242e6,571500.0,988.707635596503,15.363473902720813,3.5810780214898115,0.06776565333333334,0.006203439187578163,0.49368502897714506,0.2415321837697824,1.4693333333333334,"(0.293337, 0.299263)","(2.18196, 2.2260400000000002)","(3.31546, 3.5205399999999996)","(1.6208699999999998, 1.7211299999999998)","(3525.5, 10576.5)","(2.331e6, 2.849e6)","(328560.0, 492840.0)","(261680.0, 392520.0)","(0.0, 0.0)","(0.0, 0.0)","(2.0505521666666667e6, 2.4336165e6)","(400050.0, 742950.0)","(1.66815, 1.70185)","(0.39951600000000004, 0.411684)","(0.2347539442371537, 0.246790756226958)","(5.2350900000000005, 5.55891)","(0.9194860720676423, 1.0576852508433943)","(1.35, 1.65)"
12420,9WV00D,HGELM,ASDEX,0.2949,2.204,3.445,2.032,1.682,0.984,0.24161712247324613,1.5,0.04053,19820622,5996,1.234,4.439,0.0,0.4064,5.396,17020.0,2.591e6,0.0,0.0,0.0,0.0,2.608e6,575900.0,1048.89317898255,15.418631843023189,3.6108608512909606,0.05955208,0.006376883204435423,0.5278742754297147,0.21727031661110346,1.4693333333333334,"(0.291951, 0.297849)","(2.18196, 2.2260400000000002)","(3.34165, 3.5483499999999997)","(1.9710400000000001, 2.09296)","(8510.0, 25530.0)","(2.3319e6, 2.8501e6)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(2.34041e6, 2.87563e6)","(403130.0, 748670.0)","(1.6651799999999999, 1.69882)","(0.400304, 0.412496)","(0.23563650062984895, 0.24771856495994427)","(5.23412, 5.55788)","(0.9173331455032725, 1.0552087384279727)","(1.35, 1.65)"
12425,QXXYOT,HSELM,ASDEX,0.2969,2.205,3.378,1.5719999999999998,1.689,0.9941,0.23818827708703375,1.5,0.04232,19820622,6002,1.183,4.213,0.0,0.4023,5.364,40010.0,2.589e6,441700.0,517100.0,0.0,0.0,2.137e6,565300.0,869.120345568822,15.240442717234426,3.5383022449705543,0.062210400000000006,0.005861239308520059,0.42850467602023706,0.30833588363734293,1.47,"(0.293931, 0.299869)","(2.18295, 2.22705)","(3.27666, 3.47934)","(1.5248399999999998, 1.61916)","(20005.0, 60015.0)","(2.3301e6, 2.8479e6)","(353360.0, 530040.0)","(413680.0, 620520.0)","(0.0, 0.0)","(0.0, 0.0)","(1.9565316666666667e6, 2.317555e6)","(395710.0, 734890.0)","(1.67211, 1.7058900000000001)","(0.3962655, 0.4083345)","(0.23229252765418634, 0.24420313256902954)","(5.20308, 5.52492)","(0.9267179804266312, 1.0660041183489712)","(1.35, 1.65)"
12427,E8PDBN,HGELM,ASDEX,0.2969,2.204,3.558,2.029,1.689,0.9818,0.24114860864416815,1.5,0.04232,19820622,6002,1.214,4.429,0.0,0.4073,5.43,9616.0,2.594e6,0.0,0.0,0.0,0.0,2.604e6,574500.0,1052.23266582075,15.405673262780628,3.579367381282615,0.062182186666666674,0.006372913317525358,0.5469249486199546,0.22241010923545357,1.4693333333333334,"(0.293931, 0.299869)","(2.18196, 2.2260400000000002)","(3.45126, 3.6647399999999997)","(1.96813, 2.08987)","(4808.0, 14424.0)","(2.3346e6, 2.8534e6)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(2.339408e6, 2.867824e6)","(402150.0, 746850.0)","(1.67211, 1.7058900000000001)","(0.4011905, 0.4134095)","(0.23517958367772832, 0.24723821997356632)","(5.2671, 5.592899999999999)","(0.9152292571677514, 1.0527886347097095)","(1.35, 1.65)"
12433,GI220P,HGELM,ASDEX,0.2975,2.205,3.634,1.64,1.697,0.9906,0.23783146729522686,1.5,0.04529,19820622,6009,1.19,4.234,0.0,0.4036,5.405,37980.0,2.596e6,477800.0,421600.0,0.0,0.0,2.194e6,553700.0,895.297484530532,15.233592086339907,3.524251204362452,0.06657629999999999,0.005929690860797047,0.4748629551816321,0.3133862336959524,1.47,"(0.294525, 0.300475)","(2.18295, 2.22705)","(3.52498, 3.74302)","(1.5908, 1.6891999999999998)","(18990.0, 56970.0)","(2.3364e6, 2.8556e6)","(382240.0, 573360.0)","(337280.0, 505920.0)","(0.0, 0.0)","(0.0, 0.0)","(2.0031233333333333e6, 2.38417e6)","(387590.0, 719810.0)","(1.6800300000000001, 1.71397)","(0.397546, 0.409654)","(0.23194454978791929, 0.2438373124289447)","(5.242850000000001, 5.56715)","(0.9234216993881421, 1.0622124047570456)","(1.35, 1.65)"
12434,ZDGCQW,HGELM,ASDEX,0.2959,2.205,3.499,2.08,1.686,0.9878,0.24003558718861212,1.5,0.0364,19820622,6009,1.2,4.339,0.0,0.4047,5.384,51880.0,2.592e6,0.0,0.0,0.0,0.0,2.644e6,563900.0,951.563340090183,15.313470669827915,3.5762734316615234,0.053508,0.006096564522203721,0.48595678276971294,0.26699287814281497,1.47,"(0.292941, 0.298859)","(2.18295, 2.22705)","(3.3940300000000003, 3.60397)","(2.0176000000000003, 2.1424)","(25940.0, 77820.0)","(2.3328e6, 2.8512e6)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(2.35874e6, 2.92902e6)","(394730.0, 733070.0)","(1.6691399999999998, 1.70286)","(0.3986295, 0.4107705)","(0.23409411225820093, 0.24609709191559725)","(5.22248, 5.545520000000001)","(0.9208091094768617, 1.0592071413826374)","(1.35, 1.65)"
12439,QLNEFH,HSELM,ASDEX,0.2969,2.205,3.269,1.501,1.691,0.9964,0.2373151981076286,1.5,0.04006,19820622,6011,1.179,4.169,0.0,0.4013,5.356,28110.0,2.585e6,565300.0,565300.0,0.0,0.0,2.048e6,547300.0,812.769372024897,15.189808353516579,3.52433145499326,0.058888199999999995,0.005682167513826753,0.3877914716036372,0.3409944053212048,1.47,"(0.293931, 0.299869)","(2.18295, 2.22705)","(3.1709300000000002, 3.36707)","(1.45597, 1.5460299999999998)","(14055.0, 42165.0)","(2.3265e6, 2.8435e6)","(452240.0, 678360.0)","(452240.0, 678360.0)","(0.0, 0.0)","(0.0, 0.0)","(1.8883150000000002e6, 2.207305e6)","(383110.0, 711490.0)","(1.67409, 1.70791)","(0.3952805, 0.4073195)","(0.2314410595406081, 0.24330800614064954)","(5.19532, 5.51668)","(0.9288534022831079, 1.068460495090867)","(1.35, 1.65)"
12440,ERNEI5,HGELM,ASDEX,0.2966,2.205,3.713,1.4349999999999998,1.697,0.9801,0.24048320565704184,1.5,0.06155,19820622,6011,1.217,4.445,0.0,0.4081,5.468,0.0,2.597e6,566300.0,593900.0,0.0,0.0,2.012e6,577800.0,1029.63509950734,15.362642681863342,3.5753843708986324,0.0904785,0.006288898746807419,0.5579872710338649,0.2436039488526565,1.47,"(0.29363399999999995, 0.299566)","(2.18295, 2.22705)","(3.60161, 3.82439)","(1.3919499999999998, 1.4780499999999999)","(0.0, 0.0)","(2.3373e6, 2.8567e6)","(453040.0, 679560.0)","(475120.0, 712680.0)","(0.0, 0.0)","(0.0, 0.0)","(1.8695399999999998e6, 2.15506e6)","(404460.0, 751140.0)","(1.6800300000000001, 1.71397)","(0.4019785, 0.4142215)","(0.2345306510615705, 0.2465560138807045)","(5.30396, 5.63204)","(0.9136966002600211, 1.051025618765091)","(1.35, 1.65)"
12441,ACO5TL,HGELM,ASDEX,0.29519999999999996,2.205,3.767,2.011,1.686,0.9711,0.24412811387900357,1.5,0.0491,19820622,6011,1.254,4.691,0.0,0.4116,5.475,13440.0,2.598e6,0.0,0.0,0.0,0.0,2.611e6,600700.0,1133.4163406413,15.451455219970839,3.6453927837373414,0.07217699999999999,0.006542125883378654,0.6231621879744143,0.20316268637881427,1.47,"(0.29224799999999995, 0.298152)","(2.18295, 2.22705)","(3.65399, 3.88001)","(1.9506700000000001, 2.07133)","(6720.0, 20160.0)","(2.3382e6, 2.8578e6)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(2.34492e6, 2.87796e6)","(420490.0, 780910.0)","(1.6691399999999998, 1.70286)","(0.405426, 0.41777400000000003)","(0.23808533878298863, 0.2502929652395845)","(5.31075, 5.63925)","(0.9052412923693917, 1.0412994742165957)","(1.35, 1.65)"
12448,Z131IV,HGELM,ASDEX,0.2958,2.205,3.56,2.052,1.685,0.9841,0.24118694362017803,1.5,0.04,19820622,6023,1.214,4.423,0.0,0.4064,5.406,26620.0,2.594e6,0.0,0.0,0.0,0.0,2.621e6,568900.0,1009.5654618867,15.363998032399003,3.5943915236999726,0.0588,0.006253354809241872,0.5245664203586995,0.24146964265553633,1.47,"(0.292842, 0.298758)","(2.18295, 2.22705)","(3.4532000000000003, 3.6668)","(1.99044, 2.11356)","(13310.0, 39930.0)","(2.3346e6, 2.8534e6)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(2.34791e6, 2.89333e6)","(398230.0, 739570.0)","(1.66815, 1.70185)","(0.400304, 0.412496)","(0.23521696976819342, 0.24727752300452596)","(5.2438199999999995, 5.56818)","(0.917396909028288, 1.0552820856400724)","(1.35, 1.65)"
12453,9URZXG,HGELM,ASDEX,0.29769999999999996,2.204,3.864,1.3239999999999998,1.697,0.9914,0.23771361225692397,1.5,0.05714,19820624,6053,1.184,4.215,0.0,0.4034,5.404,6182.0,2.59e6,836900.0,664900.0,0.0,0.0,1.874e6,550100.0,857.581004030494,15.159867205074441,3.5188976523475173,0.08395770666666667,0.005808957697674222,0.4840857306698542,0.3611372464039924,1.4693333333333334,"(0.29472299999999996, 0.30067699999999997)","(2.18196, 2.2260400000000002)","(3.74808, 3.97992)","(1.2842799999999999, 1.3637199999999998)","(3091.0, 9273.0)","(2.331e6, 2.849e6)","(669520.0, 1.00428e6)","(531920.0, 797880.0)","(0.0, 0.0)","(0.0, 0.0)","(1.7563043333333333e6, 1.991593e6)","(385070.0, 715130.0)","(1.6800300000000001, 1.71397)","(0.397349, 0.40945099999999995)","(0.23182961195353477, 0.2437164812533109)","(5.24188, 5.56612)","(0.9241665498626499, 1.0630692065998393)","(1.35, 1.65)"
12454,0J5RK1,HGELM,ASDEX,0.2958,2.203,4.639,1.708,1.694,0.9767,0.24167650531286894,1.5,0.0618,19820624,6053,1.236,4.524,0.0,0.4094,5.474,43710.0,2.6e6,356200.0,326000.0,0.0,0.0,2.308e6,599700.0,984.488943519712,15.206476277906809,3.598641316881767,0.0907636,0.006135517620441019,0.6677892330852704,0.3286353422327519,1.4686666666666666,"(0.292842, 0.298758)","(2.18097, 2.22503)","(4.49983, 4.77817)","(1.65676, 1.75924)","(21855.0, 65565.0)","(2.34e6, 2.86e6)","(284960.0, 427440.0)","(260800.0, 391200.0)","(0.0, 0.0)","(0.0, 0.0)","(2.0930016666666667e6, 2.522285e6)","(419790.0, 779610.0)","(1.67706, 1.71094)","(0.403259, 0.415541)","(0.2356944135972039, 0.24777944736622423)","(5.30978, 5.6382200000000005)","(0.9105090050068677, 1.0473589264819365)","(1.35, 1.65)"
12455,TQMVGT,HGELM,ASDEX,0.2948,2.204,5.08,2.021,1.687,0.9724,0.24374629519857735,1.5,0.05512,19820624,6053,1.288,4.666,0.0,0.4112,5.475,36350.0,2.603e6,0.0,0.0,0.0,0.0,2.639e6,618800.0,948.229463222452,15.123543915312577,3.6429941205574234,0.08098965333333334,0.005992391070890644,0.7036993804909678,0.3840073906971702,1.4693333333333334,"(0.291852, 0.297748)","(2.18196, 2.2260400000000002)","(4.9276, 5.2324)","(1.96037, 2.08163)","(18175.0, 54525.0)","(2.3427e6, 2.8633e6)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(2.360875e6, 2.917825e6)","(433160.0, 804440.0)","(1.6701300000000001, 1.70387)","(0.405032, 0.417368)","(0.23771297105999872, 0.2499015046732889)","(5.31075, 5.63925)","(0.9064656760492831, 1.0427078833257)","(1.35, 1.65)"
12460,ZU4DFQ,HSELM,ASDEX,0.2983,2.202,3.564,1.426,1.696,0.9978,0.23637971698113208,1.5,0.04645,19820624,6066,1.178,4.11,0.0,0.4009,5.369,33570.0,2.584e6,642400.0,652300.0,0.0,0.0,1.969e6,542300.0,819.654587202952,15.1550442849206,3.4892274487273696,0.0681886,0.005719659661472117,0.42753052794641383,0.3642970424936164,1.468,"(0.295317, 0.301283)","(2.17998, 2.22402)","(3.45708, 3.67092)","(1.38322, 1.46878)","(16785.0, 50355.0)","(2.3256e6, 2.8424e6)","(513920.0, 770880.0)","(521840.0, 782760.0)","(0.0, 0.0)","(0.0, 0.0)","(1.8231850000000002e6, 2.113955e6)","(379610.0, 704990.0)","(1.6790399999999999, 1.71296)","(0.3948865, 0.4069135)","(0.23052873388753967, 0.2423489017533829)","(5.20793, 5.530069999999999)","(0.9302163710557922, 1.0700283186958361)","(1.35, 1.65)"
12462,YSD9P2,HGELM,ASDEX,0.2946,2.201,4.095,2.01,1.688,0.9696,0.24419431279620854,1.5,0.05323,19820624,6066,1.258,4.714,0.0,0.4122,5.489,21600.0,2.594e6,0.0,0.0,0.0,0.0,2.616e6,606100.0,1126.97097575946,15.40400842484415,3.6468016179896527,0.07810615333333333,0.006525840536148857,0.6760203094851596,0.22295957431642338,1.4673333333333334,"(0.29165399999999997, 0.297546)","(2.17899, 2.22301)","(3.9721499999999996, 4.217849999999999)","(1.9496999999999998, 2.0702999999999996)","(10800.0, 32400.0)","(2.3346e6, 2.8534e6)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(2.3454e6, 2.8858e6)","(424270.0, 787930.0)","(1.67112, 1.70488)","(0.406017, 0.418383)","(0.23814989911313408, 0.25036083584661784)","(5.32433, 5.65367)","(0.9038437276848154, 1.0396918549182934)","(1.35, 1.65)"
12467,R8SRSD,HSELM,ASDEX,0.2961,2.202,4.663,1.444,1.696,0.9799,0.24056603773584906,1.5,0.06682,19820624,6069,1.216,4.444,0.0,0.408,5.461,13050.0,2.6e6,593900.0,567700.0,0.0,0.0,2.037e6,592300.0,897.151550068616,15.110998314343192,3.575866498564683,0.09809176,0.005879813483350996,0.6122514033673411,0.3959727436037445,1.468,"(0.293139, 0.29906099999999997)","(2.17998, 2.22402)","(4.52311, 4.8028900000000005)","(1.40068, 1.48732)","(6525.0, 19575.0)","(2.34e6, 2.86e6)","(475120.0, 712680.0)","(454160.0, 681240.0)","(0.0, 0.0)","(0.0, 0.0)","(1.8853783333333333e6, 2.187855e6)","(414610.0, 769990.0)","(1.6790399999999999, 1.71296)","(0.40187999999999996, 0.41412)","(0.23461143284139732, 0.24664093767867354)","(5.29717, 5.62483)","(0.91351259043359, 1.0508139521772677)","(1.35, 1.65)"
12468,48JYX2,HGELM,ASDEX,0.2946,2.202,4.721,1.7149999999999999,1.693,0.9755,0.24199645599527467,1.5,0.05937,19820624,6069,1.232,4.564,0.0,0.4097,5.472,46610.0,2.601e6,307400.0,342500.0,0.0,0.0,2.317e6,601800.0,932.918658973297,15.143910717357493,3.615198175888285,0.08715516,0.005970995346306003,0.6445792810951377,0.3716573389011013,1.468,"(0.29165399999999997, 0.297546)","(2.17998, 2.22402)","(4.57937, 4.86263)","(1.6635499999999999, 1.7664499999999999)","(23305.0, 69915.0)","(2.3409e6, 2.8611e6)","(245920.0, 368880.0)","(274000.0, 411000.0)","(0.0, 0.0)","(0.0, 0.0)","(2.099565e6, 2.534055e6)","(421260.0, 782340.0)","(1.6760700000000002, 1.70993)","(0.4035545, 0.41584550000000003)","(0.2360064447082629, 0.24810747761131693)","(5.307840000000001, 5.63616)","(0.9093807100435983, 1.046061048267678)","(1.35, 1.65)"
12469,6BSQUX,HGELM,ASDEX,0.2954,2.202,4.719,2.057,1.69,0.9731,0.2429585798816568,1.5,0.05083,19820624,6069,1.248,4.609,0.0,0.4106,5.473,60800.0,2.601e6,0.0,0.0,0.0,0.0,2.662e6,604600.0,958.809546572464,15.171497026260212,3.6195296935393206,0.07461844,0.0060400152718544185,0.6621873634627163,0.3500554749738037,1.468,"(0.292446, 0.298354)","(2.17998, 2.22402)","(4.5774300000000006, 4.86057)","(1.99529, 2.11871)","(30400.0, 91200.0)","(2.3409e6, 2.8611e6)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(2.3713e6, 2.9523e6)","(423220.0, 785980.0)","(1.6731, 1.7068999999999999)","(0.404441, 0.41675900000000005)","(0.23694475364696235, 0.24909389755543604)","(5.30881, 5.6371899999999995)","(0.9071714802992471, 1.0435197702784744)","(1.35, 1.65)"
12474,TP1BLN,HSELM,ASDEX,0.2963,2.204,3.155,1.3439999999999999,1.697,0.9824,0.23983500294637594,1.5,0.05646,19820624,6084,1.212,4.393,0.0,0.407,5.451,0.0,2.572e6,632800.0,652300.0,0.0,0.0,1.926e6,582500.0,1044.40905606077,15.458315283185623,3.5669170122873095,0.08295856,0.00635385700468604,0.4813710893035739,0.2027724440418323,1.4693333333333334,"(0.293337, 0.299263)","(2.18196, 2.2260400000000002)","(3.0603499999999997, 3.24965)","(1.30368, 1.3843199999999998)","(0.0, 0.0)","(2.3148e6, 2.8292e6)","(506240.0, 759360.0)","(521840.0, 782760.0)","(0.0, 0.0)","(0.0, 0.0)","(1.7981600000000002e6, 2.05424e6)","(407750.0, 757250.0)","(1.6800300000000001, 1.71397)","(0.400895, 0.41310499999999994)","(0.23389849297245577, 0.24589144241471872)","(5.28747, 5.614529999999999)","(0.9157861184858791, 1.053429192539611)","(1.35, 1.65)"
12475,OTHGXV,HGELM,ASDEX,0.2955,2.202,3.326,1.504,1.697,0.9755,0.24160282852091924,1.5,0.05996,19820624,6084,1.231,4.547,0.0,0.41,5.493,15980.0,2.577e6,540400.0,470300.0,0.0,0.0,2.099e6,594900.0,1168.8284770825,15.54447505745954,3.5998852139009885,0.08802128,0.006678552469534068,0.5689467107430602,0.17131558867891947,1.468,"(0.292545, 0.29845499999999997)","(2.17998, 2.22402)","(3.22622, 3.42578)","(1.45888, 1.54912)","(7990.0, 23970.0)","(2.3193e6, 2.8347e6)","(432320.0, 648480.0)","(376240.0, 564360.0)","(0.0, 0.0)","(0.0, 0.0)","(1.9323566666666667e6, 2.26627e6)","(416430.0, 773370.0)","(1.6800300000000001, 1.71397)","(0.40385, 0.41614999999999996)","(0.23562256048822325, 0.24770391004922526)","(5.32821, 5.65779)","(0.9093866580022517, 1.0460678902072476)","(1.35, 1.65)"
12476,6SDTMO,HGELM,ASDEX,0.29469999999999996,2.202,3.279,2.015,1.69,0.9727,0.2432544378698225,1.5,0.0462,19820624,6084,1.249,4.646,0.0,0.4111,5.484,47100.0,2.576e6,0.0,0.0,0.0,0.0,2.623e6,608600.0,1225.18106403524,15.598677693830211,3.6344601893277066,0.0678216,0.006819357649585724,0.587949810238752,0.1535135744773429,1.468,"(0.291753, 0.29764699999999994)","(2.17998, 2.22402)","(3.18063, 3.37737)","(1.9545500000000002, 2.07545)","(23550.0, 70650.0)","(2.3184e6, 2.8336e6)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(2.34195e6, 2.90425e6)","(426020.0, 791180.0)","(1.6731, 1.7068999999999999)","(0.4049335, 0.41726650000000004)","(0.23723328841759916, 0.24939722670491904)","(5.31948, 5.6485199999999995)","(0.9067849904861892, 1.043075190869073)","(1.35, 1.65)"
12481,OZB7SP,HSELM,ASDEX,0.2975,2.202,3.518,1.3299999999999998,1.693,0.9981,0.23656231541642056,1.5,0.04987,19820624,6090,1.179,4.12,0.0,0.4005,5.35,38360.0,2.543e6,683900.0,731000.0,0.0,0.0,1.866e6,536300.0,834.075762647381,15.178980940907358,3.500634913194378,0.07320916,0.005775519269655333,0.4294374332155381,0.3479329464964944,1.468,"(0.294525, 0.300475)","(2.17998, 2.22402)","(3.41246, 3.6235399999999998)","(1.2900999999999998, 1.3699)","(19180.0, 57540.0)","(2.2887e6, 2.7973e6)","(547120.0, 820680.0)","(584800.0, 877200.0)","(0.0, 0.0)","(0.0, 0.0)","(1.7356399999999998e6, 1.99648e6)","(375410.0, 697190.0)","(1.6760700000000002, 1.70993)","(0.3944925, 0.4065075)","(0.23070681255957848, 0.24253611126026955)","(5.1895, 5.5104999999999995)","(0.9304227438110106, 1.070265709370911)","(1.35, 1.65)"
12482,LM0D1U,HSELM,ASDEX,0.2974,2.202,3.758,1.259,1.698,0.9795,0.24034157832744407,1.5,0.07189,19820624,6090,1.217,4.423,0.0,0.4081,5.468,0.0,2.549e6,683900.0,731000.0,0.0,0.0,1.834e6,574700.0,1042.76722792312,15.369292827398013,3.5567361607167274,0.10553451999999999,0.0063374989307540324,0.5735122668432575,0.2395877221980241,1.468,"(0.294426, 0.300374)","(2.17998, 2.22402)","(3.64526, 3.87074)","(1.2212299999999998, 1.29677)","(0.0, 0.0)","(2.2941e6, 2.8039e6)","(547120.0, 820680.0)","(584800.0, 877200.0)","(0.0, 0.0)","(0.0, 0.0)","(1.7218599999999998e6, 1.94554e6)","(402290.0, 747110.0)","(1.68102, 1.71498)","(0.4019785, 0.4142215)","(0.23439252935894297, 0.24641081010338964)","(5.30396, 5.63204)","(0.9131584986108691, 1.0504066401910248)","(1.35, 1.65)"
