ind,id,TOK,TOK_ID,DIVNAME,LCUPDATE,DATE,SHOT,TIME,TIME_ID,T1,T2,AUXHEAT,PHASE,HYBRID,ITB,ITBTYPE,ELMTYPE,ELMFREQ,ELMMAX,ELMDUR,ELMINT,OLTIME,LHTIME,TPI,ISEQ,MEFF,PGASA,PGASZ,BGASA,BGASZ,BGASA2,BGASZ2,PELLET,FUELRATE,XGASZ,XGASA,CONFIG,RGEO,RMAG,AMIN,KAPPA,KAPPAA,KAREA,DELTA,DELTAU,DELTAL,INDENT,AREA,VOL,SURFFORM,SEPLIM,XPLIM,WALMAT,DIVMAT,LIMMAT,EVAP,DALFMP,DALFDV,IGRADB,BT,IEML,PREMAG,IP,VSURF,Q95,SH95,BEILI2,BEIMHD,BEPMHD,BETMHD,BEPDIA,BMHDMDIA,TAUCR,FBS,RHOQ2,RHOINV,NEL,NELFORM,DNELDT,NEV,NE0,NE0TSC,ZEFF,ZEFFNEO,PRAD,POHM,ENBI,PINJ,BSOURCE,PINJ2,BSOURCE2,COCTR,PNBI,PFLOSS,ECHFREQ,ECHMODE,ECHLOC,PECRHC,PECRH,ICFREQ,ICSCHEME,ICANTEN,PICRHC,PICRH,PALPHA,DWDIA,DWDIAPAR,DWMHD,DWHC,TEV,TE0,TE0TSC,TIV,TI0,TICX0,WDIA,WMHD,WKIN,WEKIN,WIKIN,WROT,WFPER,WFPAR,WFFORM,WFANI,WFICRH,WFICRHP,WFICFORM,ICFORM,WFANIIC,TAUDIA,TAUMHD,TAUTH1,TAUTH2,WTOT,WTH,PL,PLTH,TAUTOT],TAUTH,TAUC92,TAUC93,H89,HITER96L,H93,HITER92Y,HEPS97,HIPB98Y,HIPB98Y1,HIPB98Y2,HIPB98Y3,HIPB98Y4,OMGAIMP0,OMGAIMPH,OMGAM0,OMGAMH,SPIN,TORQ,TORQBM,TORQIN,VTOR0,VTORV,VTORIMP,STANDARD,SELDB1,SELDB2,SELDB2X,IAEA92,DB2P5,DB2P8,DB3IS,DB3V5,IAE2000N,IAE2000X,HMWS2003,IAE2004S,IAE2004I,DB3DONLY,HMWS2005,OJK2006,SELDB3,SELDB3X,SELDB4,AAREA,STDDB4V5,NEGW,NEL/NEGW,NUSTAREAV,QCYL,NUSTARECYL,RHOSTAR,BETATHT,TI0/TE0,BETAN,NESEP,NESOL,PMAIN,PDIV,GP_MAIN,GP_DIV,SELDB5,STD3,TAV,BETATHTP,BETATHNP,NUSTARAVP,NUSTARAVPNOQ,RHOSTARAVP,TE0/TAV,NEO/NAV,H98y2 calc,ABS IP,EPSILON,LTAUTH,LIP,LBT,LNEL,LKAPPA,L(1+DELTA),LRGEO,LEPSILON,LMEFF,LPLTH,LTAUTH/NEL^0.2,LBTAUTH,LNUSTAR,LNUSTARNOQ,LRHOSTAR,LQ95,LBETATH,database_index,EPS,LCOULOMB,OMEGACYCL,QCYL5,TAUBOHM,BETASTAR,NUSTAR,Hugill,qeng,PSTAR,akB,ng,nnorm,RkB
13447,ZOEPRB,ASDEX,1,DV-IPOST,19940125,19860324,20240,1.059,1059,1.057,1.061,NB,HSELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.001,1.037,5,QC1P3,1.5,2.0,1,1,1,0,0,NONE,,0,0.0,SN,1.67,1.744,0.3861,1.01,1.00954800839982,1.01,0.0,0.0,0.0,0.0,0.4728,4.962,25.5827629087587,0.2036,,SS,TI2,NONE,NONE,,,1,2.204,0.0,,0.35059999999999997,0.2096,3.244,,1.855,1.261,1.261,0.007941,0.983,0.2769,7.0114981870229,,,0.352861529417352,3.671,0,1.34e20,3.306e19,4.4e19,4.3e19,0.0,,272700.0,73500.0,42000.0,2.7e6,404020,0.0,0,1.0,2.676e6,542900.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,914500.0,914500.0,1.207e6,0,1147.0,2417.0,1962.0,,,,95130.0,122000.0,48030.0,52570.0,,,,,22780.0,0.5737,0.0,0.0,0.0,0,0.0,0.05196,0.0793,0.04378,0.06884,98310.0,75530.0,1.64,1.097,0.05994,0.06884,0.6667,0.6667,1.433,1.113,0.7335,0.9228,0.9345,0.9675,0.9563,0.9407,0.9519,0.8528,,,,,,,,,,,,0,1,1111101111,1111011111,0,1,1,0,1,1,1,0,1,0,0,0,0,1111111111,111100,0,,1,7.48622373933828,0.490367390532264,,2.83397286649868,0.340265528594357,0.006493426741141248,0.00261802285203825,,1.92741252150599,,,,,,,1,1,981.644936440967,0.00501371365855656,1.21691153315042,0.466485531070064,0.143799485533312,0.00460589438738101,2.46219372226686,1.33091349062311,1.86143089714347,350600.0,0.231197604790419,-2.6759703076388,12.7674012514693,0.790273891290668,45.0495808714016,0.00995033085316809,0.0,0.512823626428664,-1.46448250214061,0.405465108108164,13.9080897392574,-11.6858864819191,-1.88569641634813,-0.762528275102723,-1.93933541135589,-5.38041840720367,1.17680713625317,-5.29557838926199,2,0.23119760479041918,15.320600642191248,1.4693333333333334,2.8325643911022937,0.10114890666666666,0.5264399341484389,0.2185522359176527,7.804446005561895,2.8338325777572075,0.22108020959290609,0.859474044,7.486217415995604,0.49036780472822905,3.7174868
13448,IG1OWH,ASDEX,1,DV-IPOST,19940125,19860324,20240,1.077,1077,1.075,1.079,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.001,1.037,6,QC1P3,1.5,2.0,1,1,1,0,0,NONE,,0,0.0,SN,1.666,1.748,0.389,1.002,1.00212445841547,1.003,0.0,0.0,0.0,0.0,0.4764,4.989,25.610533726222,0.2045,,SS,TI2,NONE,NONE,,,1,2.204,0.0,,0.3499,0.2465,3.345,,2.032,1.437,1.437,0.009014,1.127,0.3098,5.93575186206897,,,0.34887476262405,3.799,0,4.742e19,3.281e19,4.9e19,4.721e19,0.0,,334200.0,86250.0,42000.0,2.7e6,404020,0.0,0,1.0,2.678e6,567300.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,627800.0,627800.0,688900.0,0,1262.0,2170.0,1926.0,,,,108300.0,138100.0,110900.0,59010.0,,,,,23810.0,0.5774,0.0,0.0,0.0,0,0.0,0.05076,0.06664,0.07256,0.05737,111500.0,87680.0,2.096,1.528,0.0532,0.05737,0.6667,0.6667,1.442,1.179,0.7685,0.9548,0.9676,0.9891,0.9799,0.9779,0.9896,0.8891,,,,,,,,,,,,1,111,1111111111,1111011111,1,1,1,0,1,1,1,0,1,0,0,0,0,1111111111,111100,0,,1,7.36029521689666,0.516147775061906,,2.86635809503254,0.28995520261169,0.006807597140327511,0.00302517161261671,,2.20869019262647,,,,,,,1,1,1095.20100618179,0.00578873727733934,1.4184077271079,0.394325797499985,0.117885141255601,0.00482874061880533,1.98137144483212,1.49344711978055,1.82318920637526,349900.0,0.233493397358944,-2.85823376036836,12.7654026783558,0.790273891290668,45.0838546410924,0.00199800266267306,0.0,0.510425543744651,-1.45460147910834,0.405465108108164,14.2394702487086,-11.8750046885868,-2.06795986907769,-0.930577814167266,-2.13804450774746,-5.33316958676479,1.20746669358019,-5.15184109799693,2,0.2334933973589436,15.412927278920119,1.4693333333333334,2.866708403385702,0.08429565333333333,0.6078174141206311,0.18184276943264308,8.214753915404403,2.869213004881862,0.30627380236520346,0.859928068,7.3602889999212495,0.5161482110336492,3.682879592
13449,C9EJD6,ASDEX,1,DV-IPOST,19940125,19860324,20240,1.094,1094,1.092,1.096,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.001,1.037,7,QC1P3,1.5,2.0,1,1,1,0,0,NONE,,0,0.0,SN,1.663,1.749,0.3902,0.999,0.999106103670139,0.9992,0.0,0.0,0.0,0.0,0.4779,4.994,25.6048422072473,0.2065,,SS,TI2,NONE,NONE,,,1,2.204,0.0,,0.34859999999999997,0.2194,3.405,,2.112,1.517,1.517,0.009444,1.214,0.3014,6.63218649954421,,,0.345857980907596,3.81,0,1.099e19,3.207e19,5.2e19,4.893e19,0.0,,380600.0,76490.0,42000.0,2.7e6,404020,0.0,0,1.0,2.679e6,581600.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,359700.0,0.0,1,1284.0,2293.0,2140.0,,,,115700.0,144500.0,115300.0,63370.0,,,,,24850.0,0.5788,0.0,0.0,0.0,0,0.0,0.04203,0.0525,0.05304,0.0433,119000.0,94130.0,2.755,2.174,0.04318,0.0433,0.6667,0.6667,1.349,1.16,0.7414,0.9132,0.9288,0.9386,0.9351,0.9467,0.9578,0.8632,,,,,,,,,,,,1,111,1111111111,1111111111,1,1,1,0,1,1,1,0,1,0,0,0,0,1111111111,111100,0,,1,7.28791580616693,0.522783207343866,,2.89136019754644,0.280943029690534,0.007018181316301841,0.00324330049000069,,2.32984726196213,,,,,,,1,1,1171.19884512015,0.00620835186379834,1.53160859711648,0.349598201154353,0.102672012086447,0.00497811143838294,1.95782296879295,1.6214530714063,1.67164977070065,348600.0,0.234636199639206,-3.13960264397369,12.7616804120681,0.790273891290668,45.0867459560255,-0.00100050033358353,0.0,0.508623200210791,-1.44971905100392,0.405465108108164,14.5920793466633,-12.1569518351788,-2.34932875268302,-1.05097078065349,-2.27621572025496,-5.30270468911154,1.22524493960148,-5.08185981861619,2,0.23463619963920623,15.478571585901179,1.4693333333333334,2.8916658412859166,0.06362213333333333,0.651876945698826,0.16007558114540962,8.320360189328742,2.8919376010206275,0.4353223868642371,0.85931279936,7.2879096503277925,0.5227836489203233,3.6623197984000004
13454,U5HJH3,ASDEX,1,DV-IPOST,19940125,19860324,20241,1.071,1071,1.069,1.073,NB,HSELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.001,1.043,5,QC1P3,1.5,2.0,1,1,1,0,0,NONE,,0,0.0,SN,1.668,1.746,0.3876,1.006,1.00577493121893,1.006,0.0,0.0,0.0,0.0,0.4747,4.975,25.6001451110675,0.2043,,SS,TI2,NONE,NONE,,,1,2.204,0.0,,0.3508,0.1885,3.289,,1.943,1.349,1.349,0.008504,1.066,0.2527,7.79144479575597,,,0.351318280443995,3.6959999999999997,0,1.373e20,3.294e19,4.9e19,4.504e19,0.0,,281200.0,66140.0,42000.0,2.7e6,404020,0.0,0,1.0,2.676e6,566300.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,815800.0,657000.0,911800.0,1,1254.0,2348.0,2004.0,,,,103100.0,130500.0,52580.0,55310.0,,,,,23870.0,0.5767,0.0,0.0,0.0,0,0.0,0.0536,0.07141,0.04057,0.06362,106300.0,82450.0,1.8619999999999999,1.296,0.05709,0.06362,0.6667,0.6667,1.456,1.164,0.7607,0.9524,0.9659,0.9936,0.9839,0.9746,0.9861,0.8847,,,,,,,,,,,,0,101,1111111111,1111011111,1,1,1,0,1,1,1,0,1,0,0,0,0,1111111111,111100,0,,1,7.43263048140085,0.497266749537562,,2.84642176528988,0.286184956472389,0.0067264143182288755,0.00285049637311297,,2.07089951014823,,,,,,,1,1,1061.55305090321,0.00545876473450616,1.32932187378919,0.404652020463411,0.123031930818915,0.00477115630784564,2.21185365912917,1.48755312689739,1.87627087324704,350800.0,0.232374100719424,-2.75482739266114,12.7679715394802,0.790273891290668,45.0563679206663,0.00598207167754747,0.0,0.511625303936555,-1.45940670290208,0.405465108108164,14.0747931558944,-11.7661009767944,-1.96455350137047,-0.904727789939309,-2.09531135714623,-5.3451665909128,1.19058356720692,-5.21053275392269,2,0.23237410071942446,15.395465703633441,1.4693333333333334,2.845734027825041,0.09347898666666667,0.5731702971231465,0.18829241679965605,7.914252807297604,2.84637083618943,0.2605025125628141,0.8593960224,7.432624203326455,0.497267169561171,3.698329632
13455,HZW5AV,ASDEX,1,DV-IPOST,19940125,19860324,20241,1.093,1093,1.091,1.095,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.001,1.043,6,QC1P3,1.5,2.0,1,1,1,0,0,NONE,,0,0.0,SN,1.663,1.746,0.3897,1.001,1.00041393967239,1.0,0.0,0.0,0.0,0.0,0.4773,4.987,25.5976171303811,0.2074,,SS,TI2,NONE,NONE,,,1,2.204,0.0,,0.3494,0.2275,3.379,,2.071,1.475,1.475,0.009231,1.174,0.2712,6.41072976703297,,,0.346847404807306,3.718,0,-3.003e19,3.219e19,5.2e19,5.031e19,0.0,,349000.0,79490.0,42000.0,2.7e6,404020,0.0,0,1.0,2.677e6,582100.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,289100.0,289100.0,316600.0,0,1355.0,2519.0,2134.0,,,,112400.0,141200.0,111600.0,60930.0,,,,,24930.0,0.5781,0.0,0.0,0.0,0,0.0,0.04563,0.05797,0.05978,0.04863,115700.0,90780.0,2.449,1.867,0.04725,0.04863,0.6667,0.6667,1.392,1.174,0.7521,0.9327,0.9492,0.9642,0.9595,0.9646,0.9759,0.8781,,,,,,,,,,,,1,111,1111111111,1111111111,1,1,1,0,1,1,1,0,1,0,0,0,0,1111111111,111100,0,,1,7.32339709108712,0.507687887705142,,2.88311224515449,0.246505061708441,0.006990767898014691,0.00312964038054557,,2.26917424808243,,,,,,,1,1,1159.09095076609,0.00599580655350335,1.47389555061138,0.346348515586349,0.102500300558257,0.00495866664991282,2.17325482382128,1.61540851196024,1.74485142462078,349400.0,0.234335538184005,-3.02351465456644,12.7639726766821,0.790273891290668,45.0623026561861,0.000999500333083423,0.0,0.508623200210791,-1.45100126684826,0.405465108108164,14.4398434225239,-12.0359751858037,-2.23324076327577,-1.06030974040015,-2.2778895481323,-5.30661839496612,1.21757980773215,-5.1166949618534,2,0.2343355381840048,15.480401392423001,1.4693333333333334,2.881422816165139,0.07145368,0.6295596881178516,0.15925066318474057,8.080110512593016,2.8802305744647385,0.37437337076398636,0.8588988000000001,7.323390905278227,0.5076883165311176,3.665252
13456,4BWG5N,ASDEX,1,DV-IPOST,19940125,19860324,20241,1.114,1114,1.112,1.116,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.001,1.043,7,QC1P3,1.5,2.0,1,1,1,0,0,NONE,,0,0.0,SN,1.656,1.74,0.39,0.9999,0.999712538174077,0.9998,0.0,0.0,0.0,0.0,0.4777,4.971,25.4954664204094,0.2141,,SS,TI2,NONE,NONE,,,1,2.204,0.0,,0.34809999999999997,0.2821,3.421,,2.092,1.496,1.496,0.009291,1.2,0.2662,5.12902706841546,,,0.343951316918416,3.5309999999999997,0,-1.121e20,2.931e19,5.1e19,5.028e19,0.0,,395000.0,98200.0,42000.0,2.7e6,404020,0.0,0,1.0,2.672e6,592400.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,-54790.0,0.0,1,1433.0,2191.0,2058.0,,,,113500.0,141500.0,100000.0,58860.0,,,,,26770.0,0.5768,0.0,0.0,0.0,0,0.0,0.04105,0.05117,0.04592,0.04148,117100.0,90340.0,2.77,2.178,0.04227,0.04148,0.6667,0.6667,1.342,1.158,0.7268,0.9039,0.926,0.9362,0.9343,0.9434,0.9542,0.8588,,,,,,,,,,,,1,111,1111111111,1111111111,1,1,1,0,1,1,1,0,1,0,0,0,0,1111111111,111100,0,,1,7.28492866354464,0.484699324191037,,2.90738819946776,0.209202797021595,0.007162081726137158,0.00312626197221094,,2.29421774202815,,,,,,,1,1,1218.46959354119,0.00598595055792621,1.47810504497876,0.298615788807473,0.0872890350211847,0.00508018236586456,1.79815730455152,1.74002047082907,1.669999470812,348100.0,0.235507246376812,-3.18254389562081,12.7602450737995,0.790273891290668,45.0106978838331,-0.000100005000333347,0.0,0.504405055963068,-1.44601359582151,0.405465108108164,14.593917582475,-12.1846834723874,-2.39227000433014,-1.2085975191615,-2.43853042515697,-5.28240811924386,1.22993290599547,-5.11834012920382,2,0.2355072463768116,15.556163383602097,1.4693333333333334,2.9068431061236746,0.060947946666666676,0.6285248085822516,0.1371289043119328,7.714235851766734,2.9070974170340866,0.4381412190706095,0.8593880880000002,7.2849225102286335,0.48469973359938745,3.6490940352
13462,3MKTCI,ASDEX,1,DV-IPOST,19940125,19860324,20243,1.189,1189,1.187,1.191,NB,HSELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.1,1.169,6,QC1P3,1.5,2.0,1,1,1,0,0,NONE,,0,0.0,DN,1.686,1.798,0.4112,0.9729,0.972893730543354,0.9728,0.0,0.0,0.0,0.0,0.5168,5.474,27.0014108994692,0.163,,SS,TI2,NONE,NONE,,,,1.946,0.0,,0.3188,-0.1506,3.805,,2.706,2.12,2.12,0.01431,1.632,0.4874,8.95828,,,0.335679439259343,3.755,0,2.296e20,3.628e19,4.3e19,3.99e19,0.0,,415700.0,0.0,42000.0,3.6e6,404020,0.0,0,1.0,3.57e6,718500.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,725000.0,970500.0,725000.0,1,1386.0,2620.0,2090.0,,,,131800.0,171200.0,64960.0,70070.0,,,,,33670.0,0.5733,0.0,0.0,0.0,0,0.0,0.04639,0.06026,0.03055,0.04836,136500.0,102800.0,2.8449999999999998,2.127,0.04798,0.04836,0.6667,0.6667,1.656,1.395,0.9332,1.085,1.13,1.126,1.11,1.127,1.119,1.031,,,,,,,,,,,,1,111,1111111111,1111011111,1,1,1,0,1,1,1,0,1,0,0,0,0,1111111111,111100,0,,1,6.00153847839186,0.625672902626489,,2.9790326217371,0.234899733122985,0.007583844420802737,0.0041437164938708,,3.59184231869511,,,,,,,1,1,1184.00754721977,0.00793455605029884,1.99159148857594,0.360643018895399,0.094781345307595,0.00537934558208428,2.21282373254475,1.18522601984565,2.0660602936544,318800.0,0.243890865954923,-3.02908225323555,12.6723192258982,0.665775983763813,45.072205052103,-0.0274739770007551,0.0,0.522358859579664,-1.41103442442085,0.405465108108164,14.5702230941824,-12.0435232636561,-2.36330626947173,-1.01986667722688,-2.35618266854053,-5.22518855122486,1.33631599131365,-4.83652787486145,2,0.2438908659549229,15.496719070485977,1.2973333333333332,2.977889469492768,0.06273904,0.833128385281378,0.15226366281310963,9.957901932245923,2.977602573617853,0.3885641213006941,0.77842989056,6.001533409109173,0.625673431110228,3.1917139968
13463,KPES33,ASDEX,1,DV-IPOST,19940125,19860324,20243,1.209,1209,1.207,1.211,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.1,1.169,7,QC1P3,1.5,2.0,1,1,1,0,0,NONE,,0,0.0,DN,1.68,1.798,0.4131,0.9679,0.967695428046894,0.9678,0.0,0.0,0.0,0.0,0.5188,5.477,26.9621805905465,0.1667,,SS,TI2,NONE,NONE,,,,1.946,0.0,,0.3175,-0.04483,3.929,,2.838,2.25,2.25,0.01507,1.82,0.4295,29.8646888244479,,,0.331717345590757,4.0649999999999995,0,3.772e19,3.761e19,4.9e19,4.454e19,0.0,,453600.0,0.0,42000.0,3.6e6,404020,0.0,0,1.0,3.577e6,741000.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,545600.0,0.0,1,1460.0,2378.0,2087.0,,,,145300.0,179600.0,73640.0,75940.0,,,,,33180.0,0.5786,0.0,0.0,0.0,0,0.0,0.04064,0.05024,0.02597,0.04108,149700.0,116500.0,3.577,2.836,0.04185,0.04108,0.6667,0.6667,1.621,1.437,0.9627,1.1,1.141,1.123,1.109,1.142,1.134,1.048,,,,,,,,,,,,1,111,1111111111,1111111111,1,1,1,0,1,1,1,0,1,0,0,0,0,1111111111,111100,0,,1,5.92221041618173,0.686399116939998,,3.01461474141214,0.228359440891512,0.0077216382792030915,0.00469358480120031,,3.81564141165354,,,,,,,1,1,1238.79294961722,0.00898705697997183,2.27547357542605,0.362556468908846,0.0922770345912053,0.00547708503219628,1.91961053760824,1.3028449880351,2.00983569301997,317500.0,0.245892857142857,-3.19223389392178,12.6682330973149,0.665775983763813,45.1515305098866,-0.0326265028270942,0.0,0.518793793415168,-1.40285937799459,0.405465108108164,14.8579051666342,-12.2225399958991,-2.52645791015797,-1.01457504051901,-2.38295998109533,-5.20718224797767,1.36838494057632,-4.71196985005986,2,0.24589285714285716,15.502288908612059,1.2973333333333332,3.012374121683988,0.053294453333333325,0.9436409828970418,0.14998261396204465,10.924390466929133,3.0126996475015755,0.5178017162680298,0.77800725828,5.922205413904594,0.6863996967170187,3.1640091839999998
13468,060CPC,ASDEX,1,DV-IPOST,19940125,19860324,20247,1.257,1257,1.255,1.259,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.101,1.242,5,QC1P3,1.5,2.0,1,1,1,0,0,NONE,,0,0.0,DN,1.674,1.762,0.4029,0.9939,0.993782130212321,0.9939,0.0,0.0,0.0,0.0,0.5068,5.331,26.5453140575402,0.1831,,SS,TI2,NONE,NONE,,,,1.714,0.0,,0.3196,-0.2415,3.09,,2.178,1.62,1.62,0.01416,1.313,0.3503,5.56056357763975,,,0.386933246665638,3.234,0,2.494e20,2.915e19,4.4e19,4.143e19,0.0,,482500.0,0.0,42000.0,3.6e6,404020,0.0,0,1.0,3.551e6,746000.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,292.0,497600.0,29200.0,1,1149.0,1933.0,1696.0,,,,105800.0,130500.0,41000.0,47370.0,,,,,36070.0,0.5709,0.0,0.0,0.0,0,0.0,0.02989,0.03717,0.01472,0.02689,111000.0,74910.0,3.5309999999999997,2.7849999999999997,0.03143,0.02689,0.6667,0.6667,1.26,1.002,0.6604,0.755,0.8136,0.7967,0.8043,0.8202,0.8063,0.7659,,,,,,,,,,,,0,1,1110111111,1110111111,0,1,1,0,1,1,1,0,1,0,0,0,0,1111111111,111100,0,,1,6.26704380050423,0.516032774454169,,2.58442511367894,0.257659605929675,0.00819093786326828,0.00399705440660996,,3.05959940425532,,,,,,,1,1,1028.64895553215,0.00765296032837385,1.65360119078264,0.337703734016737,0.109289234309624,0.00580996694592465,1.87916391651806,1.50943396226415,1.44881780420446,319600.0,0.240681003584229,-3.61600080870136,12.6748254928743,0.538829820175588,44.9228365280418,-0.00611868100817718,0.0,0.515215972067284,-1.42428285885212,0.405465108108164,14.8397584313435,-12.6005681143097,-3.07717098852578,-1.08558629445086,-2.21375738536052,-5.1481803973041,1.12817109090965,-4.87266273496841,2,0.2406810035842294,15.430744669294345,1.1426666666666667,2.5840702467241496,0.030726306666666668,0.8035608344792539,0.15204503487500112,8.212923622340425,2.584376736247426,0.5224160570249483,0.6863581193399999,6.267038506958795,0.516033210328775,2.8517336604
13469,RUCXNL,ASDEX,1,DV-IPOST,19940125,19860324,20247,1.273,1273,1.271,1.275,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.101,1.242,6,QC1P3,1.5,2.0,1,1,1,0,0,NONE,,0,0.0,DN,1.673,1.764,0.404,0.9909,0.990718091694351,0.9905,0.0,0.0,0.0,0.0,0.508,5.339,26.5620157792157,0.1834,,SS,TI2,NONE,NONE,,,,1.713,0.0,,0.3177,0.1645,3.144,,2.253,1.694,1.694,0.01467,1.395,0.3434,8.11000225531915,,,0.383685231608934,3.4699999999999998,0,1.033e20,3.045e19,4.6e19,4.446e19,0.0,,490400.0,52260.0,42000.0,3.6e6,404020,0.0,0,1.0,3.561e6,741700.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,292.0,318100.0,146000.0,1,1203.0,2171.0,1872.0,,,,111000.0,134800.0,47430.0,55360.0,,,,,34630.0,0.5738,0.0,0.0,0.0,0,0.0,0.03079,0.03897,0.0171,0.02927,115800.0,81190.0,3.516,2.774,0.03294,0.02927,0.6667,0.6667,1.318,1.067,0.7155,0.8093,0.8664,0.8473,0.8528,0.8715,0.857,0.8143,,,,,,,,,,,,1,111,1111111111,1111111111,1,1,1,0,1,1,1,0,1,0,0,0,0,1111111111,111100,0,,1,6.19590826016004,0.560047026892288,,2.60630307767289,0.25301098528068,0.008208503952905693,0.00432926223306467,,3.19559422096317,,,,,,,1,1,1037.50270151954,0.00829178203391776,1.80621477498799,0.36006796122913,0.114525432960919,0.00582242686222071,2.09252467181081,1.51067323481117,1.53925071625422,317700.0,0.24148236700538,-3.53119217827834,12.6688628202576,0.538246219341983,44.9932713608456,-0.00914165791728339,0.0,0.514618422004687,-1.42095882302567,0.405465108108164,14.8358008798569,-12.5298464504475,-2.99294595893636,-1.02146248415688,-2.16695835872384,-5.1460381175177,1.14549587456696,-4.79249037106406,2,0.24148236700537956,15.404097582325704,1.1420000000000001,2.605715735017854,0.033426340000000006,0.8706371135613646,0.16053316786833227,8.913432798237332,2.605142125870701,0.5195729537366548,0.685477506,6.1959030267002175,0.5600474999441744,2.8386234345
13470,J7XMQQ,ASDEX,1,DV-IPOST,19940125,19860324,20247,1.297,1297,1.295,1.299,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.101,1.242,7,QC1P3,1.5,2.0,1,1,1,0,0,NONE,,0,0.0,DN,1.67,1.76,0.4033,0.9925,0.992398909260998,0.9922,0.0,0.0,0.0,0.0,0.5071,5.32,26.4896268701875,0.1867,,SS,TI2,NONE,NONE,,,,1.713,0.0,,0.318,-0.03276,3.128,,2.214,1.654,1.654,0.01433,1.452,0.2468,40.688663003663,,,0.384075812285865,3.671,0,4.724e19,3.116e19,5.2e19,4.539e19,0.0,,539800.0,0.0,42000.0,3.6e6,404020,0.0,0,1.0,3.568e6,752500.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,58110.0,0.0,1,1169.0,2237.0,1925.0,,,,115500.0,131600.0,49540.0,55620.0,,,,,33940.0,0.5782,0.0,0.0,0.0,0,0.0,0.03243,0.03695,0.0176,0.03057,120000.0,86060.0,3.568,2.816,0.03363,0.03057,0.6667,0.6667,1.349,1.103,0.7485,0.8406,0.8947,0.8743,0.8787,0.8999,0.8857,0.8422,,,,,,,,,,,,1,111,1111111111,1111111111,1,1,1,0,1,1,1,0,1,0,0,0,0,1111111111,111100,0,,1,6.22330620542825,0.58987937903457,,2.60365263318302,0.282093254937524,0.008245428771409807,0.00460572244115137,,3.11318303679245,,,,,,,1,1,1043.23323787044,0.00882053578364455,1.91625557411466,0.37383809000166,0.119513455882884,0.00584861824330238,2.14429517656705,1.66880616174583,1.58896074519385,318000.0,0.241497005988024,-3.48773614307939,12.6698066617623,0.538246219341983,45.0495808714016,-0.00752826642079152,0.0,0.512823626428664,-1.42089820353148,0.405465108108164,14.8508279962601,-12.4976523173597,-2.94948992373741,-0.983932489736177,-2.12432631241924,-5.14154984336354,1.14039382268306,-4.73067266436347,2,0.24149700598802396,15.381451023192405,1.1420000000000001,2.6033136675752675,0.03491094,0.9261562572826783,0.1672541398193251,9.388229830031445,2.602791878209186,0.5293233082706766,0.68546424738,6.223300948826376,0.5898798772847869,2.838396462
