ind,id,PHASE,TOK,IP,BT,NEL,PLTH,RGEO,KAREA,EPS,MEFF,TAUTH,DATE,SHOT,TIME,Q95,ZEFF,AMIN,VOL,POHM,PNBI,DWDIA,DWMHD,PICRH,PECRH,PL,PFLOSS,TAV,LCOULOMB,QCYL5,TAUBOHM,RHOSTAR,BETASTAR,NUSTAR,OMEGACYCL
13947,ZUEQ42,HGELM,AUG,-0.002904213147389827,0.9194856227706742,1.9629077254238845,1.4883995840570443,0.5098251234324072,0.4649910874221913,-1.2067795423353065,0.6931471805599453,-2.4091685783968293,19960502,8006,3.4,1.3805277662255535,,0.4981,12.98,400100.0,4.981e6,3578.0,17380.0,0.0,0.0,5.32e6,887000.0,1020.56515012489,15.02826098220622,1.1030849578707331,0.11272206,-5.257598961181679,-0.19871573068572773,-1.2829672145119937,1.254
13948,AAI5DZ,HGELM,AUG,-0.0019018072895963312,0.9190868191761564,1.9443374844949919,1.5260563034950492,0.5086232002107907,0.46058440732924394,-1.2053768763648478,0.6931471805599453,-2.3152651461514204,19960502,8007,2.25,1.3792697461829262,,0.4982,12.92,312300.0,4.941e6,,-6736.0,0.0,0.0,5.23e6,636300.0,1190.2943967905,15.191390228851954,1.098924420395526,0.12377059,-5.18047883724536,-0.06264423824429877,-1.6058958263569014,1.2535
13949,0IGSZ3,HGELM,AUG,-0.002402884616310426,0.9190868191761564,1.889188614559601,1.8325814637483102,0.5098251234324072,0.4631048875545789,-1.2095941803012396,0.6931471805599453,-2.5475908911653904,19960502,8007,3.2,1.3862943611198906,,0.4967,12.89,272900.0,7.378e6,2813.0,11250.0,0.0,0.0,7.59e6,1.341e6,1357.90016680119,15.35070350659192,1.095933465811871,0.09811144500000002,-5.111594035144449,0.013945734592584962,-1.909552988319428,1.2535
13950,S4KP99,HGELM,AUG,-0.22639884403488242,0.4173936789734382,1.844668124883457,1.5518087995974639,0.5187937934151675,0.4971322966339881,-1.2364386055755132,0.6931471805599453,-2.5511746656397305,19960502,8014,2.42,1.1082325320451003,,0.4879,12.98,458200.0,4.944e6,,-80300.0,0.0,0.0,5.44e6,718100.0,1061.58798509125,15.12679012610539,0.8065668483377201,0.05919441,-4.715111952312517,0.7266378999972788,-1.7165514885992457,0.759
13951,P25P2L,HGELM,AUG,-0.22589733951083085,0.41673470036639515,1.8174272159766327,1.8885836538635947,0.520577915208669,0.5019866750987863,-1.2439781389396352,0.6931471805599453,-2.802470776721702,19960502,8014,2.7,1.117106871304274,,0.4851,12.91,385500.0,7.356e6,,-36030.0,0.0,0.0,7.73e6,1.12e6,1193.93023370628,15.2578952768547,0.7981138392539816,0.04601060999999999,-4.649955213986907,0.8181996446004355,-1.9654916375468428,0.7585
13952,MAWJTK,HGELM,AUG,-0.0028039273327342593,0.9186878564738765,1.7395885968991456,1.5107219394949425,0.5086232002107907,0.461845441544272,-1.206581937767958,0.6931471805599453,-2.280823601212533,19960503,8023,2.5,1.3837912309017721,,0.4976,12.9,264500.0,4.916e6,,-40400.0,0.0,0.0,5.2e6,662500.0,1492.98330715118,15.520340341613803,1.0982658945430015,0.1280566,-5.065586978658007,-0.04001953147165473,-2.241224376942607,1.253
13953,4SSRJX,HGELM,AUG,-0.002402884616310426,0.9182887345368281,1.8117254818689328,1.8213182714695995,0.5098251234324072,0.4637340162321402,-1.211609497388016,0.6931471805599453,-2.4494622888548054,19960503,8023,3.4,1.391530627915137,,0.4957,12.84,218600.0,7.35e6,,-25820.0,0.0,0.0,7.54e6,1.363e6,1607.93043890837,15.558443471812758,1.0917268310003887,0.10814085,-5.024276433980592,0.10708717005607418,-2.3127744021724306,1.2525
13954,Z44ZXW,HGELM,AUG,-0.001200720576518988,0.9182887345368281,1.823096624537095,1.8484548129046001,0.5098251234324072,0.4599532933922342,-1.209795529340478,0.6931471805599453,-2.4640457591206713,19960503,8025,2.0,1.3865443298750981,,0.4966,12.83,324600.0,7.438e6,48300.0,67140.0,0.0,0.0,7.66e6,1.302e6,1611.2564595182,15.554824274316701,1.090414280945066,0.106575225,-5.0250572151091175,0.12052468656226782,-2.3098021558770174,1.2525
13956,X1F9P2,HSELM,AUG,-0.22803047288760464,0.6538864666066427,2.013835784581842,1.796747010739094,0.5092243423990168,0.4762341789963717,-1.2126238994233134,0.4054651081081644,-2.9615241022242538,19960503,8030,2.55,1.3452119160186606,,0.4949,12.95,425000.0,7.078e6,559.5,-34700.0,0.0,0.0,7.45e6,1.415e6,761.312827516778,14.709729478698716,1.0608392112624383,0.06633068,-5.2759294400864025,0.09034316687177203,-0.7014075493190266,1.282
13958,BLITGL,HGELM,AUG,-0.22301855912605886,0.4154154389613324,1.7557868087692374,1.8261608959453874,0.5098251234324072,0.4953058121079539,-1.2321951626692558,0.6931471805599453,-2.7263160099091026,19960507,8040,1.55,1.1284946631499793,,0.4856,12.71,178900.0,7.347e6,91390.0,22830.0,0.0,0.0,7.45e6,1.245e6,1307.52150288011,15.379598260546004,0.800124310983839,0.04958595,-4.604224747032157,0.8500805402907753,-2.227369638699374,0.7575
13959,1PBIL2,HGELM,AUG,-0.2241440516477934,0.4154154389613324,2.0408306425521805,1.8373699804801071,0.5080216964332565,0.48057258059496977,-1.2219840167071219,0.6931471805599453,-2.6746637820845764,19960507,8041,1.6,1.1203737804496223,,0.4897,12.72,265700.0,7.379e6,134200.0,87740.0,0.0,0.0,7.5e6,1.219e6,1047.5046042383,15.015353749294135,0.8046938704114555,0.052214475,-4.723493763175339,0.9134017797133163,-1.5353997846616163,0.7575
